"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob"
9817,7,6,"M",1,0,4.1,1220,"Business & Economics","1",0,NA,"1",0.717948717948718
9818,6,5,"F",0,1,3.38,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
9819,3,3,"M",0,0,3.22,780,"Math & Science","0",0,NA,"0",0.05676072418855
9820,4,4,"F",0,0,4.21,1320,"Math & Science","1",1,3.453,"1",0.73936170212766
9821,6,6,"F",1,0,4.19,1490,"Business & Economics","1",0,NA,"1",0.896933560477002
9822,7,6,"F",0,1,3.71,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
9823,7,6,"M",1,0,3.95,1290,"Arts & Letters","1",0,NA,"1",0.73936170212766
9824,6,6,"F",1,0,4.08,1410,"Arts & Letters","1",0,NA,"1",0.896933560477002
9825,7,7,"F",1,0,3.57,1350,"Arts & Letters","1",1,3.4,"1",0.855172413793103
9826,7,6,"M",1,0,2.74,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
9827,1,1,"F",0,0,4.17,1160,"Arts & Letters","1",0,NA,"1",0.793939393939394
9828,4,4,"F",1,0,2.88,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
9829,6,4,"F",0,1,4.08,1410,"Math & Science","1",0,NA,"1",0.896933560477002
9830,6,7,"F",1,0,3.2,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
9831,7,3,"M",0,1,3.42,1040,"Business & Economics","0",0,NA,"0",0.05676072418855
9832,5,4,"F",0,0,2.73,1150,"Math & Science","0",0,NA,"0",0.05676072418855
9833,2,2,"M",1,0,2.95,960,"Business & Economics","0",0,NA,"0",0.05676072418855
9834,7,7,"F",1,0,3.71,1000,"Math & Science","0",0,NA,"0",0.05676072418855
9835,7,7,"M",0,0,3.36,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
9836,6,7,"F",0,1,2.79,1160,"Math & Science","0",0,NA,"0",0.05676072418855
9837,6,6,"M",1,0,3.86,1260,"Math & Science","0",0,NA,"0",0.378048780487805
9838,6,6,"F",1,0,3.95,1190,"Arts & Letters","1",0,NA,"0",0.245187436676798
9839,4,4,"F",1,0,3.4,1070,"Math & Science","0",0,NA,"0",0.05676072418855
9840,6,6,"F",0,1,3.52,1440,"Business & Economics","1",0,NA,"1",0.880952380952381
9841,7,6,"M",1,0,3.1,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
9842,6,4,"M",1,0,3.69,1260,"Math & Science","1",1,3.247,"1",0.855172413793103
9843,4,4,"F",0,0,3.57,930,"Arts & Letters","0",0,NA,"0",0.05676072418855
9844,4,2,"M",0,0,2.53,660,"Arts & Letters","0",0,NA,"0",0.05676072418855
9845,7,6,"M",0,1,3.46,1380,"Business & Economics","0",0,NA,"0",0.156017830609212
9846,1,1,"M",0,1,4,1220,"Math & Science","1",0,NA,"1",0.793939393939394
9847,6,6,"F",0,1,3.42,950,"Math & Science","0",0,NA,"0",0.05676072418855
9848,7,7,"F",1,0,3.4,1200,"Math & Science","0",0,NA,"0",0.05676072418855
9849,6,6,"M",1,0,3.2,1270,"Arts & Letters","1",1,2.545,"1",0.84
9850,6,6,"F",1,0,4,1210,"Math & Science","0",0,NA,"0",0.245187436676798
9851,3,6,"M",1,0,3.45,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
9852,6,7,"F",0,0,3.67,1100,"Arts & Letters","1",1,2.623,"1",0.855172413793103
9853,6,6,"M",1,0,3.5,1090,"Business & Economics","0",0,NA,"0",0.05676072418855
9854,2,1,"M",0,1,3.8,1060,"Math & Science","0",0,NA,"1",0.793939393939394
9855,1,3,"F",0,1,3.2,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
9856,6,6,"F",1,0,3.46,1200,"Business & Economics","0",0,NA,"0",0.05676072418855
9857,7,7,"F",1,0,4.29,1260,"Arts & Letters","0",0,NA,"1",0.73936170212766
9858,6,7,"F",1,0,3.75,1270,"Business & Economics","0",0,NA,"1",0.631578947368421
9859,7,7,"F",1,0,3.5,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
9860,3,7,"M",1,0,2.92,1060,"Business & Economics","0",0,NA,"0",0.05676072418855
9861,3,3,"M",0,0,3.23,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
9862,1,1,"M",0,0,3.42,1160,"Arts & Letters","0",1,2.502,"1",0.855172413793103
9863,1,4,"F",0,1,4.04,1380,"Arts & Letters","0",0,NA,"1",0.896933560477002
9864,5,4,"F",0,1,3.62,1240,"Arts & Letters","0",0,NA,"0",0.05676072418855
9865,7,7,"M",1,0,3.55,1240,"Arts & Letters","0",0,NA,"0",0.05676072418855
9866,3,7,"M",1,0,3.88,1230,"Math & Science","0",0,NA,"0",0.245187436676798
9867,1,1,"M",0,1,3.33,1020,"Math & Science","0",0,NA,"0",0.05676072418855
9868,4,6,"F",0,0,4.05,1320,"Arts & Letters","0",0,NA,"1",0.73936170212766
9869,5,5,"M",1,0,3.58,1240,"Math & Science","0",0,NA,"0",0.05676072418855
9870,7,6,"F",0,1,3.73,1290,"Math & Science","1",0,NA,"0",0.336
9871,6,6,"F",1,0,3.55,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
9872,7,7,"F",1,0,3.68,1410,"Arts & Letters","1",0,NA,"0",0.384615384615385
9873,4,4,"M",1,0,3.35,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
9874,7,6,"F",1,0,4.12,1380,"Math & Science","1",1,3.803,"1",0.896933560477002
9875,7,7,"M",1,0,3.67,1120,"Business & Economics","0",0,NA,"0",0.05676072418855
9876,7,7,"F",1,0,3.18,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
9877,4,4,"F",1,0,4.2,910,"Arts & Letters","0",0,NA,"0",0.308370044052863
9878,7,7,"F",0,1,3.18,1230,"Math & Science","0",0,NA,"0",0.05676072418855
9879,1,1,"M",0,0,3.73,1110,"Business & Economics","1",1,3.169,"1",0.855172413793103
9880,7,7,"F",1,0,2.94,960,"Math & Science","0",0,NA,"0",0.05676072418855
9881,7,7,"M",1,0,3.95,1240,"Business & Economics","1",0,NA,"0",0.245187436676798
9882,1,1,"M",0,1,2.68,1060,"Math & Science","0",0,NA,"0",0.05676072418855
9883,7,6,"F",0,0,3.39,990,"Math & Science","0",0,NA,"0",0.05676072418855
9884,1,3,"M",0,1,3.74,1000,"Business & Economics","0",0,NA,"0",0.05676072418855
9885,7,6,"F",1,0,3.61,1030,"Math & Science","0",0,NA,"0",0.05676072418855
9886,7,6,"F",0,1,4.04,1390,"Math & Science","1",0,NA,"1",0.896933560477002
9887,6,7,"M",0,0,4.05,1360,"Math & Science","1",0,NA,"1",0.896933560477002
9888,3,3,"M",0,0,3.25,840,"Math & Science","0",0,NA,"0",0.05676072418855
9889,7,7,"F",0,0,3.83,1250,"Business & Economics","1",0,NA,"0",0.245187436676798
9890,4,3,"F",1,0,3.71,1300,"Arts & Letters","0",0,NA,"0",0.336
9891,6,6,"F",1,0,0,1360,"Arts & Letters","0",0,NA,"0",0.156017830609212
9892,7,5,"M",1,0,3.5,1290,"Business & Economics","0",0,NA,"0",0.156017830609212
9893,7,7,"F",0,0,4.33,1200,"Math & Science","1",0,NA,"1",0.590909090909091
9894,6,4,"F",1,0,2.65,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
9895,3,6,"F",1,0,4.15,1230,"Arts & Letters","0",0,NA,"0",0.320754716981132
9896,1,1,"F",0,1,3.79,1050,"Arts & Letters","0",0,NA,"1",0.793939393939394
9897,4,4,"F",0,0,4.18,1230,"Math & Science","0",0,NA,"0",0.320754716981132
9898,6,6,"F",1,0,3.87,1240,"Business & Economics","1",1,3.239,"1",0.854901960784314
9899,4,7,"F",1,0,4,1400,"Math & Science","1",0,NA,"1",0.896933560477002
9900,1,1,"M",0,0,3.6,850,"Business & Economics","0",0,NA,"0",0.05676072418855
9901,7,4,"F",0,0,2.95,1080,"Business & Economics","0",0,NA,"0",0.05676072418855
9902,7,7,"F",1,0,3.36,1350,"Arts & Letters","0",0,NA,"0",0.156017830609212
9903,5,6,"F",1,0,4.05,1180,"Math & Science","0",0,NA,"0",0.320754716981132
9904,4,4,"F",0,0,3.74,1090,"Arts & Letters","1",0,NA,"0",0.05676072418855
9905,4,6,"M",1,0,3.13,1330,"Math & Science","0",0,NA,"0",0.156017830609212
9906,3,3,"F",1,0,3.88,1290,"Arts & Letters","0",1,3.416,"1",0.903225806451613
9907,6,7,"F",1,0,2.73,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9908,2,4,"M",0,0,3.46,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
9909,7,7,"M",1,0,3.68,1240,"Business & Economics","1",1,3.35,"1",0.855172413793103
9910,7,6,"F",1,0,4,1170,"Arts & Letters","1",0,NA,"0",0.245187436676798
9911,4,4,"F",1,0,3.88,1060,"Business & Economics","0",0,NA,"0",0.245187436676798
9912,4,7,"F",0,0,2.48,800,"Arts & Letters","0",0,NA,"0",0.05676072418855
9913,4,4,"F",1,0,3.5,960,"Math & Science","0",0,NA,"0",0.05676072418855
9914,4,6,"F",1,0,2.95,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
9915,3,3,"M",1,0,4.14,1100,"Business & Economics","0",0,NA,"0",0.308370044052863
9916,6,6,"F",1,0,3.33,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
9917,2,3,"M",0,0,3.82,1290,"Business & Economics","1",0,NA,"0",0.378048780487805
9918,5,4,"F",1,0,3.6,1020,"Math & Science","0",0,NA,"0",0.05676072418855
9919,7,7,"M",0,1,3.32,1500,"Math & Science","0",0,NA,"0",0.156017830609212
9920,4,4,"F",1,0,3.7,1180,"Math & Science","0",0,NA,"0",0.05676072418855
9921,5,5,"M",1,0,2.68,830,"Math & Science","0",0,NA,"0",0.05676072418855
9922,6,6,"F",1,0,3.62,1320,"Math & Science","0",0,NA,"0",0.26978417266187
9923,4,6,"M",1,0,4,1080,"Arts & Letters","0",0,NA,"0",0.245187436676798
9924,7,7,"M",0,1,3.5,1550,"Arts & Letters","0",0,NA,"0",0.156017830609212
9925,7,7,"F",1,0,3.35,1270,"Arts & Letters","0",0,NA,"0",0.156017830609212
9926,3,4,"M",1,0,4.1,1270,"Math & Science","1",1,3.034,"1",0.73936170212766
9927,7,7,"F",1,0,3.73,1270,"Math & Science","1",0,NA,"0",0.336
9928,1,1,"M",0,0,3.12,1180,"Arts & Letters","0",0,NA,"0",0.05676072418855
9929,6,7,"F",0,1,2.95,1390,"Arts & Letters","0",0,NA,"0",0.156017830609212
9930,4,6,"F",1,0,3.18,1090,"Arts & Letters","0",0,NA,"0",0.05676072418855
9931,3,3,"F",1,0,3.7,1080,"Business & Economics","0",0,NA,"0",0.05676072418855
9932,4,5,"M",1,0,3.2,1120,"Business & Economics","0",0,NA,"0",0.05676072418855
9933,7,4,"F",1,0,2.82,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
9934,6,4,"M",1,0,3.78,1280,"Business & Economics","1",0,NA,"1",0.631578947368421
9935,7,7,"M",0,0,2.83,1050,"Math & Science","0",0,NA,"0",0.05676072418855
9936,5,6,"M",1,0,3.36,1310,"Business & Economics","1",1,3.08,"1",0.855172413793103
9937,6,7,"M",1,0,4.14,1440,"Arts & Letters","1",0,NA,"1",0.896933560477002
9938,4,6,"F",1,0,3.86,1060,"Arts & Letters","1",0,NA,"0",0.245187436676798
9939,5,5,"F",0,1,3.55,1150,"Math & Science","0",0,NA,"0",0.05676072418855
9940,3,6,"M",0,0,4.15,1410,"Business & Economics","1",0,NA,"1",0.896933560477002
9941,7,6,"F",1,0,3.9,1190,"Math & Science","0",0,NA,"0",0.245187436676798
9942,4,5,"F",0,0,2.84,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
9943,6,6,"F",1,0,3.92,1050,"Math & Science","0",0,NA,"0",0.245187436676798
9944,1,1,"F",0,0,3.17,870,"Math & Science","0",0,NA,"0",0.05676072418855
9945,1,2,"F",0,0,3.96,810,"Math & Science","0",0,NA,"0",0.320754716981132
9946,7,6,"M",0,0,3.8,1210,"Business & Economics","0",0,NA,"0",0.245187436676798
9947,7,6,"M",0,0,3,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
9948,7,7,"F",1,0,4.05,1360,"Math & Science","1",0,NA,"1",0.896933560477002
9949,7,4,"F",0,1,3.5,1250,"Math & Science","0",0,NA,"0",0.05676072418855
9950,7,7,"M",1,0,3.85,1210,"Business & Economics","0",0,NA,"0",0.245187436676798
9951,6,4,"F",0,0,2.91,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
9952,6,6,"F",0,0,3.78,1230,"Math & Science","0",0,NA,"0",0.05676072418855
9953,4,4,"F",1,0,2.89,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
9954,4,5,"M",1,0,3.38,1180,"Business & Economics","0",0,NA,"0",0.05676072418855
9955,4,5,"F",1,0,3.61,1060,"Math & Science","0",0,NA,"0",0.05676072418855
9956,4,5,"M",0,0,2.8,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
9957,6,6,"F",1,0,3.1,1150,"Math & Science","0",0,NA,"0",0.05676072418855
9958,7,6,"F",1,0,4.38,1450,"Arts & Letters","1",0,NA,"1",0.896933560477002
9959,7,7,"F",1,0,4.12,1340,"Arts & Letters","1",0,NA,"1",0.73936170212766
9960,5,5,"M",1,0,3.3,1090,"Business & Economics","0",0,NA,"0",0.05676072418855
9961,6,4,"M",0,0,2.15,780,"Arts & Letters","0",0,NA,"0",0.05676072418855
9962,7,7,"M",1,0,3.58,1270,"Math & Science","0",0,NA,"0",0.26978417266187
9963,6,6,"M",1,0,3.35,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
9964,3,4,"F",1,0,3.54,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
9965,4,5,"F",1,0,3.48,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
9966,6,5,"M",0,0,4.1,1360,"Arts & Letters","0",0,NA,"1",0.896933560477002
9967,6,5,"M",1,0,4.29,1250,"Business & Economics","1",0,NA,"1",0.717948717948718
9968,4,6,"F",1,0,3.65,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
9969,6,6,"F",1,0,3.91,1170,"Math & Science","1",1,2.816,"1",0.854901960784314
9970,4,6,"M",1,0,3.59,1180,"Math & Science","0",0,NA,"0",0.05676072418855
9971,3,3,"F",0,1,3.73,1320,"Business & Economics","1",1,2.871,"1",0.855172413793103
9972,6,6,"M",1,0,3.69,1250,"Arts & Letters","1",0,NA,"0",0.05676072418855
9973,6,6,"F",0,0,3.23,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
9974,3,4,"F",0,0,3.66,1160,"Arts & Letters","0",0,NA,"0",0.05676072418855
9975,4,6,"F",0,1,3.36,880,"Math & Science","0",0,NA,"0",0.05676072418855
9976,2,2,"F",0,1,3.27,1270,"Math & Science","1",0,NA,"0",0.156017830609212
9977,6,6,"F",0,0,3.46,1080,"Math & Science","0",0,NA,"0",0.05676072418855
9978,1,6,"F",0,0,2.89,790,"Math & Science","0",0,NA,"0",0.05676072418855
9979,7,6,"F",0,0,3.5,1230,"Arts & Letters","0",0,NA,"0",0.05676072418855
9980,7,7,"F",0,1,4.14,1200,"Math & Science","0",0,NA,"1",0.590909090909091
9981,7,7,"F",1,0,3.45,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
9982,6,5,"F",1,0,3.95,1260,"Arts & Letters","1",0,NA,"1",0.73936170212766
9983,4,4,"F",0,0,3.38,1230,"Arts & Letters","1",0,NA,"0",0.05676072418855
9984,1,2,"F",0,1,3.64,1210,"Math & Science","0",0,NA,"0",0.05676072418855
9985,6,6,"M",0,0,3.7,1350,"Arts & Letters","1",0,NA,"0",0.336
9986,7,7,"F",0,1,3.07,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
9987,3,3,"F",1,0,4.27,1180,"Arts & Letters","1",0,NA,"0",0.320754716981132
9988,7,7,"F",0,1,3.86,1490,"Math & Science","1",0,NA,"1",0.896933560477002
9989,6,4,"F",1,0,4.18,1200,"Arts & Letters","1",1,3.572,"1",0.854901960784314
9990,6,4,"M",0,1,4.11,1280,"Business & Economics","1",0,NA,"1",0.73936170212766
9991,4,6,"M",1,0,3.1,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
9992,4,6,"M",1,0,2.77,1150,"Business & Economics","0",0,NA,"0",0.05676072418855
9993,5,6,"M",1,0,2.68,1070,"Math & Science","0",0,NA,"0",0.05676072418855
9994,7,6,"F",1,0,4.05,1320,"Math & Science","1",0,NA,"1",0.73936170212766
9995,6,6,"F",0,0,3.86,1340,"Arts & Letters","0",0,NA,"0",0.378048780487805
9996,7,7,"F",1,0,4.44,1260,"Arts & Letters","1",0,NA,"1",0.73936170212766
9997,7,7,"F",0,1,3.79,1360,"Arts & Letters","1",0,NA,"1",0.896933560477002
9998,5,5,"F",0,0,2.75,810,"Arts & Letters","0",0,NA,"0",0.05676072418855
9999,2,6,"M",1,0,3.48,1310,"Arts & Letters","1",0,NA,"0",0.156017830609212
10000,4,4,"F",0,0,3.34,880,"Math & Science","0",0,NA,"0",0.05676072418855
10001,6,6,"M",1,0,3.75,1260,"Math & Science","0",0,NA,"0",0.05676072418855
10002,6,6,"F",1,0,3.92,1480,"Arts & Letters","1",0,NA,"1",0.896933560477002
10003,7,6,"F",1,0,3.82,1160,"Arts & Letters","1",0,NA,"0",0.245187436676798
10004,7,6,"F",0,1,3.71,1550,"Math & Science","1",0,NA,"1",0.764705882352941
10005,6,7,"M",0,0,3.75,1100,"Business & Economics","1",0,NA,"0",0.05676072418855
10006,1,1,"F",0,1,2.95,970,"Business & Economics","0",0,NA,"0",0.05676072418855
10007,7,4,"M",0,0,4,1330,"Math & Science","0",0,NA,"1",0.73936170212766
10008,7,6,"F",0,1,3,1350,"Business & Economics","0",0,NA,"0",0.156017830609212
10009,6,5,"M",0,1,4,1330,"Math & Science","1",0,NA,"1",0.73936170212766
10010,5,5,"F",0,0,3.2,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
10011,7,7,"M",0,0,2.8,840,"Math & Science","0",0,NA,"0",0.05676072418855
10012,6,6,"M",1,0,3.39,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
10013,7,6,"F",0,1,3,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
10014,6,6,"M",1,0,3.67,1360,"Math & Science","0",0,NA,"0",0.26978417266187
10015,4,6,"M",1,0,4.17,1430,"Math & Science","1",0,NA,"1",0.896933560477002
10016,7,7,"F",0,1,3.88,1490,"Arts & Letters","0",0,NA,"1",0.896933560477002
10017,2,3,"M",0,0,3.12,1070,"Math & Science","0",0,NA,"0",0.05676072418855
10018,6,6,"M",0,0,3.57,950,"Business & Economics","0",0,NA,"0",0.05676072418855
10019,5,5,"F",0,1,3.09,990,"Math & Science","0",0,NA,"0",0.05676072418855
10020,6,6,"F",0,0,3.27,1160,"Arts & Letters","0",0,NA,"0",0.05676072418855
10021,6,6,"M",1,0,3.83,1070,"Arts & Letters","0",0,NA,"0",0.245187436676798
10022,1,4,"F",0,0,3.35,1000,"Business & Economics","0",0,NA,"0",0.05676072418855
10023,7,6,"F",0,0,2.95,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
10024,6,7,"F",1,0,3.38,1100,"Math & Science","0",0,NA,"0",0.05676072418855
10025,4,7,"F",0,1,3.64,1190,"Math & Science","0",0,NA,"0",0.05676072418855
10026,7,7,"F",1,0,4,1300,"Arts & Letters","1",0,NA,"1",0.73936170212766
10027,7,7,"F",0,1,4.1,1440,"Math & Science","1",0,NA,"1",0.896933560477002
10028,6,6,"F",1,0,3.62,1300,"Arts & Letters","0",0,NA,"0",0.26978417266187
10029,2,2,"F",0,1,3.63,1150,"Math & Science","0",0,NA,"0",0.05676072418855
10030,6,7,"M",1,0,4.32,1510,"Business & Economics","1",0,NA,"1",0.896933560477002
10031,7,6,"M",1,0,3.81,1260,"Business & Economics","1",0,NA,"0",0.378048780487805
10032,6,3,"F",0,1,3.65,990,"Math & Science","1",1,2.579,"1",0.855172413793103
10033,7,5,"F",1,0,4.12,1270,"Math & Science","1",0,NA,"1",0.73936170212766
10034,3,4,"M",0,0,3.5,1450,"Math & Science","0",0,NA,"0",0.156017830609212
10035,6,7,"F",1,0,3.65,1320,"Math & Science","0",0,NA,"0",0.26978417266187
10036,7,7,"F",1,0,3.23,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
10037,7,6,"F",1,0,4.36,1310,"Arts & Letters","1",0,NA,"1",0.73936170212766
10038,6,3,"F",1,0,2.8,840,"Math & Science","0",0,NA,"0",0.05676072418855
10039,6,5,"M",0,1,3.9,1240,"Business & Economics","0",0,NA,"0",0.245187436676798
10040,4,4,"F",0,0,4.05,1100,"Math & Science","0",0,NA,"0",0.308370044052863
10041,7,6,"M",1,0,3.44,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
10042,6,6,"M",1,0,3.91,1310,"Business & Economics","1",0,NA,"1",0.73936170212766
10043,6,6,"F",1,0,3.46,1280,"Arts & Letters","0",0,NA,"0",0.156017830609212
10044,3,3,"F",1,0,3.22,860,"Arts & Letters","0",0,NA,"0",0.05676072418855
10045,3,3,"M",1,0,3.75,1040,"Business & Economics","0",0,NA,"0",0.05676072418855
10046,3,3,"F",0,0,2.67,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
10047,4,4,"M",1,0,3.79,1050,"Math & Science","0",0,NA,"0",0.245187436676798
10048,4,4,"F",1,0,4.3,1290,"Arts & Letters","0",0,NA,"1",0.73936170212766
10049,2,1,"F",0,0,3.05,990,"Math & Science","0",0,NA,"0",0.05676072418855
10050,4,4,"M",0,0,3.62,990,"Math & Science","1",0,NA,"0",0.05676072418855
10051,6,7,"F",0,0,3.96,1340,"Arts & Letters","1",0,NA,"1",0.73936170212766
10052,6,4,"F",0,0,4.16,980,"Arts & Letters","1",0,NA,"0",0.308370044052863
10053,4,7,"F",1,0,4.12,910,"Arts & Letters","0",0,NA,"0",0.308370044052863
10054,6,6,"F",1,0,3.54,1030,"Business & Economics","0",0,NA,"0",0.05676072418855
10055,5,6,"M",1,0,4,1240,"Math & Science","1",1,3.713,"1",0.854901960784314
10056,3,3,"M",1,0,3.65,1050,"Business & Economics","0",0,NA,"0",0.05676072418855
10057,7,6,"F",1,0,3.91,1410,"Business & Economics","1",0,NA,"1",0.896933560477002
10058,3,3,"F",0,1,2.74,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
10059,7,7,"M",1,0,3.33,1410,"Business & Economics","0",0,NA,"0",0.156017830609212
10060,3,4,"F",1,0,3.54,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
10061,5,5,"M",0,0,3.73,1300,"Business & Economics","1",0,NA,"1",0.631578947368421
10062,5,3,"M",0,1,3.48,930,"Business & Economics","0",0,NA,"0",0.05676072418855
10063,4,6,"F",0,1,3.15,1080,"Math & Science","0",0,NA,"0",0.05676072418855
10064,4,5,"F",1,0,3.6,1170,"Math & Science","0",0,NA,"0",0.05676072418855
10065,6,5,"M",1,0,3.24,1390,"Arts & Letters","0",0,NA,"0",0.156017830609212
10066,6,7,"F",1,0,3.68,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
10067,6,6,"M",1,0,3.46,1430,"Math & Science","0",0,NA,"0",0.156017830609212
10068,6,6,"F",1,0,2.8,970,"Business & Economics","0",0,NA,"0",0.05676072418855
10069,6,3,"F",1,0,3.5,1000,"Business & Economics","0",0,NA,"0",0.05676072418855
10070,6,6,"F",1,0,3.85,1330,"Arts & Letters","0",0,NA,"0",0.378048780487805
10071,2,4,"M",0,0,3.48,1150,"Business & Economics","0",0,NA,"0",0.05676072418855
10072,5,4,"M",0,1,4.05,1380,"Business & Economics","1",0,NA,"1",0.896933560477002
10073,7,7,"F",1,0,2.95,1030,"Arts & Letters","0",0,NA,"0",0.05676072418855
10074,6,3,"F",1,0,3.64,1090,"Arts & Letters","0",0,NA,"0",0.05676072418855
10075,7,6,"M",0,0,2.62,1260,"Math & Science","0",0,NA,"0",0.05676072418855
10076,7,5,"F",1,0,2.38,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
10077,4,6,"F",1,0,3.7,1190,"Math & Science","0",0,NA,"0",0.05676072418855
10078,7,5,"F",1,0,3.8,1150,"Math & Science","0",0,NA,"0",0.245187436676798
10079,6,6,"M",1,0,3.38,1280,"Arts & Letters","0",0,NA,"0",0.156017830609212
10080,6,6,"M",1,0,3.55,1210,"Math & Science","0",0,NA,"0",0.05676072418855
10081,4,3,"M",0,0,3.04,920,"Arts & Letters","0",0,NA,"0",0.05676072418855
10082,7,6,"M",0,1,3.76,1350,"Arts & Letters","0",0,NA,"0",0.336
10083,7,7,"F",1,0,2.83,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
10084,7,7,"M",0,0,2.45,1140,"Arts & Letters","0",0,NA,"0",0.05676072418855
10085,7,6,"F",1,0,3.23,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
10086,6,6,"M",1,0,4.09,1280,"Business & Economics","1",1,3.808,"1",0.73936170212766
10087,1,2,"F",0,1,3.45,1270,"Math & Science","1",0,NA,"0",0.156017830609212
10088,6,6,"M",1,0,3,910,"Business & Economics","0",0,NA,"0",0.05676072418855
10089,6,6,"M",1,0,3.05,1420,"Math & Science","0",0,NA,"0",0.156017830609212
10090,4,6,"F",1,0,3.5,1240,"Math & Science","0",0,NA,"0",0.05676072418855
10091,7,3,"F",1,0,4,1140,"Math & Science","0",0,NA,"0",0.245187436676798
10092,3,3,"M",0,0,3.72,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
10093,7,7,"F",1,0,3.83,1180,"Arts & Letters","0",0,NA,"0",0.245187436676798
10094,7,7,"M",1,0,3.68,1380,"Math & Science","0",0,NA,"0",0.26978417266187
10095,4,6,"F",1,0,3.58,990,"Math & Science","0",0,NA,"0",0.05676072418855
10096,4,7,"M",1,0,3.3,1170,"Business & Economics","0",0,NA,"0",0.05676072418855
10097,4,6,"M",1,0,3.83,1340,"Math & Science","0",0,NA,"0",0.378048780487805
10098,7,7,"M",0,0,3.19,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
10099,4,7,"M",1,0,2.65,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
10100,7,7,"M",1,0,3.92,1510,"Business & Economics","1",0,NA,"1",0.896933560477002
10101,6,4,"F",1,0,3.84,1170,"Arts & Letters","1",0,NA,"0",0.245187436676798
10102,7,6,"F",0,1,4.25,1510,"Arts & Letters","1",0,NA,"1",0.896933560477002
10103,6,6,"M",1,0,3.48,1020,"Math & Science","0",0,NA,"0",0.05676072418855
10104,7,6,"F",0,0,4.04,1240,"Math & Science","0",0,NA,"1",0.590909090909091
10105,4,4,"F",0,0,3.88,1380,"Business & Economics","1",1,2.863,"1",0.896933560477002
10106,4,3,"F",0,0,3.42,1180,"Math & Science","1",0,NA,"0",0.05676072418855
10107,6,6,"M",1,0,3.85,1430,"Math & Science","0",0,NA,"1",0.896933560477002
10108,4,7,"M",0,0,2.76,930,"Math & Science","0",0,NA,"0",0.05676072418855
10109,7,5,"F",1,0,3.65,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
10110,4,7,"M",1,0,4,1180,"Math & Science","0",0,NA,"0",0.245187436676798
10111,7,6,"F",1,0,3.5,790,"Arts & Letters","0",0,NA,"0",0.05676072418855
10112,7,6,"F",1,0,3.35,1280,"Arts & Letters","0",0,NA,"0",0.156017830609212
10113,4,3,"M",0,1,3.5,1390,"Arts & Letters","0",0,NA,"0",0.156017830609212
