"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob"
9520,7,6,"M",0,1,3.27,1310,"Arts & Letters","0",0,NA,"0",0.156017830609212
9521,5,6,"F",1,0,3.25,880,"Arts & Letters","0",0,NA,"0",0.05676072418855
9522,7,7,"M",1,0,3.42,1410,"Arts & Letters","0",0,NA,"0",0.156017830609212
9523,4,2,"M",1,0,3.14,1160,"Arts & Letters","0",0,NA,"0",0.05676072418855
9524,6,4,"M",1,0,4.09,1390,"Arts & Letters","1",0,NA,"1",0.896933560477002
9525,1,1,"M",0,1,3.29,1060,"Math & Science","0",0,NA,"0",0.05676072418855
9526,4,4,"F",1,0,4,1100,"Arts & Letters","0",0,NA,"0",0.245187436676798
9527,1,1,"F",0,0,2.85,910,"Math & Science","0",0,NA,"0",0.05676072418855
9528,7,6,"F",1,0,3.86,1340,"Arts & Letters","0",0,NA,"0",0.378048780487805
9529,3,5,"M",0,0,3.4,1170,"Math & Science","0",0,NA,"0",0.05676072418855
9530,7,6,"F",1,0,3.48,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9531,6,6,"F",0,1,3.9,1170,"Math & Science","0",0,NA,"0",0.245187436676798
9532,7,7,"F",0,1,4.12,1390,"Math & Science","1",0,NA,"1",0.896933560477002
9533,3,6,"F",0,0,2.74,690,"Arts & Letters","0",0,NA,"0",0.05676072418855
9534,3,6,"F",1,0,3.2,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
9535,1,1,"M",0,0,3.35,750,"Arts & Letters","1",0,NA,"0",0.05676072418855
9536,1,3,"F",0,0,3.33,970,"Arts & Letters","1",0,NA,"0",0.05676072418855
9537,6,6,"M",1,0,3.62,1160,"Math & Science","0",0,NA,"0",0.05676072418855
9538,5,7,"F",1,0,3.38,1160,"Math & Science","0",0,NA,"0",0.05676072418855
9539,7,6,"M",1,0,4,1190,"Arts & Letters","1",0,NA,"0",0.245187436676798
9540,3,4,"M",0,0,3.63,920,"Math & Science","0",0,NA,"0",0.05676072418855
9541,2,2,"M",0,0,2.85,690,"Math & Science","0",0,NA,"0",0.05676072418855
9542,2,2,"M",0,0,3.68,1420,"Math & Science","1",0,NA,"0",0.384615384615385
9543,3,3,"M",0,1,4.1,1000,"Math & Science","0",0,NA,"0",0.308370044052863
9544,7,4,"M",1,0,3.71,1240,"Business & Economics","0",0,NA,"0",0.05676072418855
9545,3,3,"M",1,0,3.95,1110,"Business & Economics","0",0,NA,"0",0.245187436676798
9546,4,4,"F",1,0,3.77,1230,"Arts & Letters","1",0,NA,"0",0.05676072418855
9547,7,5,"F",1,0,3.5,1230,"Math & Science","0",0,NA,"0",0.05676072418855
9548,1,1,"F",0,0,3.15,330,"Arts & Letters","0",0,NA,"0",0.05676072418855
9549,4,4,"M",1,0,4.08,1380,"Arts & Letters","1",1,4,"1",0.896933560477002
9550,3,4,"F",0,0,3.45,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
9551,7,6,"F",0,0,3.35,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
9552,5,6,"F",1,0,3.05,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
9553,3,3,"M",1,0,3.65,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
9554,6,6,"F",1,0,4.23,1270,"Math & Science","1",0,NA,"1",0.73936170212766
9555,4,6,"M",0,0,3.21,1150,"Business & Economics","0",0,NA,"0",0.05676072418855
9556,6,4,"F",1,0,2.6,870,"Arts & Letters","0",0,NA,"0",0.05676072418855
9557,7,7,"M",1,0,3.95,1500,"Business & Economics","1",0,NA,"1",0.896933560477002
9558,4,6,"M",0,0,2.67,920,"Business & Economics","0",0,NA,"0",0.05676072418855
9559,2,3,"M",0,0,2.59,1100,"Business & Economics","0",0,NA,"0",0.05676072418855
9560,3,3,"M",0,1,3.32,860,"Arts & Letters","0",0,NA,"0",0.05676072418855
9561,6,7,"M",1,0,3.68,1450,"Business & Economics","1",0,NA,"1",0.880952380952381
9562,6,6,"F",1,0,3.75,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
9563,4,4,"M",1,0,3.5,1100,"Math & Science","0",0,NA,"0",0.05676072418855
9564,4,6,"F",1,0,4.07,1200,"Business & Economics","1",0,NA,"1",0.717948717948718
9565,6,5,"F",0,0,4.28,1250,"Math & Science","1",0,NA,"0",0.320754716981132
9566,3,4,"F",1,0,2.91,1090,"Math & Science","0",1,2.719,"0",0.24
9567,4,7,"F",0,0,3.68,920,"Arts & Letters","0",0,NA,"0",0.05676072418855
9568,7,6,"M",0,0,3.73,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
9569,4,4,"F",1,0,3.53,1260,"Math & Science","0",0,NA,"0",0.05676072418855
9570,6,4,"F",1,0,2.76,970,"Arts & Letters","0",0,NA,"0",0.05676072418855
9571,1,2,"F",0,0,3.5,970,"Math & Science","0",0,NA,"0",0.05676072418855
9572,3,3,"M",0,0,2.82,890,"Arts & Letters","0",0,NA,"0",0.05676072418855
9573,6,7,"F",1,0,3.91,1210,"Math & Science","0",0,NA,"0",0.245187436676798
9574,5,3,"M",1,0,3.75,1120,"Business & Economics","0",0,NA,"0",0.05676072418855
9575,3,3,"F",0,1,3.25,1160,"Math & Science","1",1,1.372,"1",0.855172413793103
9576,4,3,"M",0,1,3.53,1250,"Math & Science","0",0,NA,"0",0.05676072418855
9577,5,6,"F",0,0,3.4,1040,"Math & Science","0",0,NA,"0",0.05676072418855
9578,3,6,"M",0,0,3.25,1120,"Math & Science","1",1,1.855,"1",0.855172413793103
9579,4,7,"M",1,0,2.79,1090,"Math & Science","0",0,NA,"0",0.05676072418855
9580,6,6,"F",0,1,3.82,1280,"Math & Science","0",0,NA,"0",0.378048780487805
9581,3,3,"F",0,1,4,1050,"Math & Science","1",0,NA,"0",0.245187436676798
9582,7,6,"F",0,1,3.16,1200,"Math & Science","0",0,NA,"0",0.05676072418855
9583,6,6,"M",1,0,3.95,1350,"Business & Economics","1",0,NA,"1",0.896933560477002
9584,3,4,"M",1,0,3.42,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
9585,7,6,"F",1,0,3.93,1110,"Math & Science","0",0,NA,"0",0.245187436676798
9586,3,6,"F",1,0,3.39,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
9587,6,6,"F",0,1,4.04,1470,"Math & Science","1",0,NA,"1",0.896933560477002
9588,3,4,"M",0,1,3.7,1080,"Business & Economics","1",0,NA,"0",0.05676072418855
9589,6,7,"F",1,0,3.9,1160,"Math & Science","0",1,2.799,"1",0.854901960784314
9590,7,7,"M",1,0,4.08,1380,"Math & Science","1",0,NA,"1",0.896933560477002
9591,3,3,"F",0,0,4,1010,"Math & Science","0",0,NA,"0",0.245187436676798
9592,7,6,"M",0,1,3.09,1360,"Math & Science","0",0,NA,"0",0.156017830609212
9593,2,1,"F",0,0,4.12,1120,"Arts & Letters","0",0,NA,"1",0.793939393939394
9594,1,1,"F",0,0,3.95,1040,"Arts & Letters","0",0,NA,"1",0.793939393939394
9595,6,6,"M",0,0,2.96,1100,"Math & Science","0",0,NA,"0",0.05676072418855
9596,4,1,"M",0,0,2.41,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9597,6,6,"F",0,0,4.23,1390,"Math & Science","1",0,NA,"1",0.896933560477002
9598,4,2,"F",0,0,3.88,1020,"Arts & Letters","0",0,NA,"0",0.245187436676798
9599,3,2,"F",0,1,4.08,920,"Arts & Letters","1",0,NA,"0",0.308370044052863
9600,2,4,"F",0,0,2.77,960,"Arts & Letters","0",0,NA,"0",0.05676072418855
9601,7,6,"F",1,0,3.8,1220,"Math & Science","1",1,2.925,"1",0.854901960784314
9602,3,3,"F",0,1,3.41,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9603,6,5,"M",1,0,3.67,1210,"Business & Economics","1",1,2.878,"1",0.855172413793103
9604,2,6,"M",0,1,4.27,1360,"Business & Economics","1",0,NA,"1",0.896933560477002
9605,3,3,"F",1,0,2.32,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
9606,3,3,"M",1,0,3.5,1230,"Math & Science","0",0,NA,"0",0.05676072418855
9607,6,6,"F",1,0,3.18,1160,"Arts & Letters","0",0,NA,"0",0.05676072418855
9608,3,2,"F",0,0,3.91,1260,"Math & Science","1",1,2.58,"1",0.73936170212766
9609,6,6,"F",1,0,3.41,1110,"Math & Science","0",0,NA,"0",0.05676072418855
9610,3,7,"F",1,0,4,1190,"Arts & Letters","1",0,NA,"0",0.245187436676798
9611,4,6,"M",0,0,2.8,910,"Business & Economics","0",0,NA,"0",0.05676072418855
9612,7,5,"F",1,0,3.24,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
9613,6,7,"F",0,1,3.7,1090,"Arts & Letters","0",0,NA,"0",0.05676072418855
9614,7,6,"F",0,0,3.22,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
9615,4,6,"F",0,0,2.91,790,"Arts & Letters","0",0,NA,"0",0.05676072418855
9616,7,3,"M",1,0,3.76,1390,"Math & Science","1",1,2.845,"1",0.855172413793103
9617,6,6,"F",1,0,4.15,1060,"Math & Science","0",0,NA,"0",0.308370044052863
9618,7,6,"M",0,1,3.64,1260,"Business & Economics","0",0,NA,"0",0.05676072418855
9619,5,3,"F",0,1,3.68,1250,"Math & Science","0",0,NA,"0",0.05676072418855
9620,5,3,"F",0,0,3.64,1240,"Arts & Letters","1",1,2.93,"1",0.855172413793103
9621,6,3,"M",0,0,3.85,1270,"Math & Science","0",0,NA,"0",0.378048780487805
9622,7,5,"M",1,0,3.85,1440,"Business & Economics","1",0,NA,"1",0.896933560477002
9623,6,7,"F",0,1,3.62,1150,"Math & Science","1",0,NA,"0",0.05676072418855
9624,6,6,"M",1,0,3.72,1090,"Business & Economics","0",0,NA,"0",0.05676072418855
9625,7,6,"F",0,0,3.38,1340,"Arts & Letters","1",0,NA,"0",0.156017830609212
9626,6,5,"F",0,0,3.38,970,"Business & Economics","0",0,NA,"0",0.05676072418855
9627,7,6,"M",1,0,4.24,1220,"Business & Economics","1",1,3.403,"1",0.854901960784314
9628,6,6,"M",1,0,3.67,1320,"Arts & Letters","0",0,NA,"0",0.26978417266187
9629,3,6,"F",1,0,2.9,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
9630,1,1,"F",0,0,2.82,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9631,4,3,"F",0,0,2.85,1210,"Math & Science","0",0,NA,"0",0.05676072418855
9632,6,6,"F",1,0,3.92,1380,"Arts & Letters","0",0,NA,"1",0.896933560477002
9633,6,6,"M",1,0,3.04,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
9634,6,6,"F",0,1,3.92,1190,"Arts & Letters","0",0,NA,"0",0.245187436676798
9635,7,6,"F",1,0,4.25,1310,"Math & Science","0",0,NA,"1",0.73936170212766
9636,5,5,"F",0,0,3.5,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
9637,7,6,"M",1,0,3.4,950,"Math & Science","0",0,NA,"0",0.05676072418855
9638,3,4,"F",0,1,3.36,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
9639,7,6,"F",0,1,3.32,1340,"Math & Science","0",0,NA,"0",0.156017830609212
9640,4,4,"M",1,0,3,1170,"Math & Science","0",0,NA,"0",0.05676072418855
9641,7,7,"M",1,0,2.55,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
9642,6,4,"M",1,0,3.48,1180,"Business & Economics","0",0,NA,"0",0.05676072418855
9643,6,7,"F",0,0,3.75,1120,"Arts & Letters","0",0,NA,"0",0.05676072418855
9644,7,7,"F",1,0,4.25,1550,"Business & Economics","1",0,NA,"1",0.896933560477002
9645,6,6,"M",0,1,2.68,860,"Math & Science","0",0,NA,"0",0.05676072418855
9646,6,5,"F",0,1,3.41,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
9647,6,4,"F",0,1,3.1,960,"Arts & Letters","0",0,NA,"0",0.05676072418855
9648,3,4,"M",0,1,3.41,1300,"Arts & Letters","1",0,NA,"0",0.156017830609212
9649,2,3,"M",0,0,2.67,670,"Arts & Letters","0",0,NA,"0",0.05676072418855
9650,6,5,"F",1,0,3.5,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
9651,7,7,"M",1,0,4.31,1470,"Business & Economics","1",0,NA,"1",0.896933560477002
9652,3,6,"F",0,0,4.12,990,"Business & Economics","0",0,NA,"0",0.308370044052863
9653,7,7,"F",1,0,3.58,1210,"Math & Science","0",0,NA,"0",0.05676072418855
9654,6,7,"M",0,1,3.25,1110,"Math & Science","0",0,NA,"0",0.05676072418855
9655,6,7,"F",1,0,3.84,1340,"Arts & Letters","0",0,NA,"0",0.378048780487805
9656,2,2,"F",0,0,4.19,1040,"Arts & Letters","0",0,NA,"1",0.793939393939394
9657,6,5,"F",0,0,2.9,940,"Math & Science","0",0,NA,"0",0.05676072418855
9658,7,7,"M",0,0,2.88,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9659,6,6,"M",0,1,2.7,1030,"Arts & Letters","0",0,NA,"0",0.05676072418855
9660,7,7,"M",0,1,4.1,1460,"Arts & Letters","1",0,NA,"1",0.896933560477002
9661,2,6,"F",0,0,3.92,930,"Math & Science","0",0,NA,"0",0.320754716981132
9662,2,5,"F",1,0,3.82,1040,"Math & Science","0",0,NA,"0",0.393939393939394
9663,7,7,"M",1,0,3.91,1090,"Business & Economics","0",0,NA,"0",0.245187436676798
9664,4,2,"F",0,0,3.35,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
9665,7,7,"F",1,0,2.76,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
9666,1,1,"F",0,0,3.05,990,"Math & Science","0",0,NA,"0",0.05676072418855
9667,3,3,"M",1,0,3.7,870,"Business & Economics","0",0,NA,"0",0.05676072418855
9668,7,7,"F",1,0,4.36,1430,"Math & Science","1",0,NA,"1",0.896933560477002
9669,7,7,"M",0,1,3.75,1470,"Math & Science","1",0,NA,"1",0.764705882352941
9670,4,7,"M",1,0,3.88,1470,"Math & Science","1",0,NA,"1",0.896933560477002
9671,4,4,"M",0,0,3.39,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
9672,4,6,"F",1,0,4.14,1450,"Business & Economics","1",0,NA,"1",0.896933560477002
9673,7,7,"M",1,0,3.96,1410,"Arts & Letters","1",0,NA,"1",0.896933560477002
9674,6,6,"M",0,1,3.45,1040,"Arts & Letters","1",0,NA,"0",0.05676072418855
9675,4,6,"F",1,0,3.67,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
9676,2,2,"M",0,1,3.56,1030,"Arts & Letters","1",0,NA,"0",0.05676072418855
9677,3,4,"M",1,0,3.46,1310,"Math & Science","0",0,NA,"0",0.156017830609212
9678,2,2,"M",0,0,3.25,1200,"Math & Science","1",1,2.522,"1",0.855172413793103
9679,6,6,"F",1,0,3.35,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
9680,3,3,"M",0,0,3.14,710,"Math & Science","0",0,NA,"0",0.05676072418855
9681,7,6,"F",1,0,3.82,1250,"Arts & Letters","1",0,NA,"0",0.245187436676798
9682,4,4,"F",1,0,4,1260,"Math & Science","1",0,NA,"1",0.73936170212766
9683,7,7,"F",1,0,4.09,1190,"Math & Science","0",0,NA,"1",0.590909090909091
9684,6,7,"F",1,0,3.6,1310,"Arts & Letters","0",0,NA,"0",0.26978417266187
9685,4,7,"F",1,0,2.83,900,"Arts & Letters","0",0,NA,"0",0.05676072418855
9686,2,4,"F",0,0,3.86,1090,"Business & Economics","0",0,NA,"0",0.393939393939394
9687,6,3,"F",0,0,3.32,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
9688,6,6,"F",1,0,3.29,1290,"Business & Economics","0",0,NA,"0",0.156017830609212
9689,7,7,"M",0,1,3.58,1600,"Math & Science","0",0,NA,"0",0.227272727272727
9690,4,6,"F",0,1,3.65,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
9691,7,5,"F",0,1,3.74,1110,"Math & Science","0",0,NA,"0",0.05676072418855
9692,7,6,"F",1,0,4.11,1190,"Math & Science","1",0,NA,"1",0.590909090909091
9693,2,3,"F",0,0,2.48,1040,"Math & Science","0",0,NA,"0",0.05676072418855
9694,6,6,"F",1,0,4.17,1180,"Math & Science","1",0,NA,"0",0.320754716981132
9695,6,6,"M",0,1,3.62,1280,"Arts & Letters","1",0,NA,"0",0.26978417266187
9696,3,6,"F",0,0,4.2,1150,"Arts & Letters","0",0,NA,"0",0.308370044052863
9697,1,1,"F",0,1,3.4,920,"Math & Science","1",0,NA,"0",0.05676072418855
9698,3,7,"F",1,0,3.45,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
9699,2,2,"M",0,1,4.04,1270,"Math & Science","1",0,NA,"1",0.73936170212766
9700,3,4,"F",1,0,3.74,1220,"Arts & Letters","0",0,NA,"0",0.05676072418855
9701,7,6,"M",1,0,3.5,1390,"Arts & Letters","1",1,3.759,"1",0.855172413793103
9702,1,1,"F",0,1,4.23,1190,"Arts & Letters","1",0,NA,"1",0.793939393939394
9703,7,6,"M",0,0,4.08,1030,"Arts & Letters","0",0,NA,"0",0.308370044052863
9704,7,5,"M",0,0,3.73,1320,"Arts & Letters","1",1,2.968,"1",0.855172413793103
9705,3,4,"F",0,0,3.39,860,"Arts & Letters","0",0,NA,"0",0.05676072418855
9706,1,1,"F",0,0,3.05,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
9707,4,5,"F",1,0,3.23,1050,"Math & Science","0",0,NA,"0",0.05676072418855
9708,7,3,"M",0,0,2.77,990,"Math & Science","0",0,NA,"0",0.05676072418855
9709,6,4,"F",1,0,3.53,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
9710,1,1,"F",0,0,3.48,840,"Arts & Letters","0",0,NA,"0",0.05676072418855
9711,2,6,"F",0,0,3.33,1020,"Math & Science","0",0,NA,"0",0.05676072418855
9712,1,1,"F",0,0,2.7,870,"Arts & Letters","0",0,NA,"0",0.05676072418855
9713,5,6,"M",1,0,3.1,1040,"Math & Science","0",0,NA,"0",0.05676072418855
9714,3,3,"M",0,0,3.39,1150,"Math & Science","1",0,NA,"0",0.05676072418855
9715,2,7,"F",1,0,3.91,1440,"Arts & Letters","1",0,NA,"1",0.896933560477002
9716,6,6,"F",1,0,3.54,1230,"Arts & Letters","0",0,NA,"0",0.05676072418855
9717,6,5,"F",1,0,3.1,1270,"Math & Science","0",1,2.796,"1",0.84
9718,3,5,"F",0,1,3.77,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
9719,6,6,"F",1,0,3.12,1120,"Business & Economics","0",0,NA,"0",0.05676072418855
9720,3,3,"F",1,0,3.73,1090,"Arts & Letters","1",1,3.036,"1",0.855172413793103
9721,7,6,"M",1,0,3.35,1200,"Math & Science","0",0,NA,"0",0.05676072418855
9722,4,4,"M",0,0,2.73,980,"Math & Science","0",0,NA,"0",0.05676072418855
9723,4,3,"M",1,0,2.53,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
9724,4,7,"M",1,0,3.8,1150,"Math & Science","0",0,NA,"0",0.245187436676798
9725,7,5,"M",1,0,3.17,1270,"Arts & Letters","0",0,NA,"0",0.156017830609212
9726,1,1,"F",0,1,3.85,1150,"Math & Science","1",1,2.84,"1",0.854901960784314
9727,7,6,"F",1,0,3.41,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
9728,6,3,"F",0,0,3.61,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
9729,1,2,"F",0,1,3,850,"Arts & Letters","0",0,NA,"0",0.05676072418855
9730,7,7,"M",1,0,3.5,860,"Arts & Letters","0",0,NA,"0",0.05676072418855
9731,6,4,"F",1,0,3.35,1310,"Arts & Letters","0",0,NA,"0",0.156017830609212
9732,7,7,"F",1,0,4.16,1490,"Business & Economics","1",0,NA,"1",0.896933560477002
9733,3,3,"F",1,0,3.06,1180,"Math & Science","0",0,NA,"0",0.05676072418855
9734,2,4,"M",1,0,4.24,1150,"Math & Science","0",0,NA,"0",0.393939393939394
9735,6,5,"M",1,0,4,1100,"Business & Economics","1",1,3.02,"1",0.854901960784314
9736,3,3,"M",1,0,4,1090,"Arts & Letters","0",0,NA,"0",0.245187436676798
9737,7,7,"F",1,0,3.85,1250,"Arts & Letters","0",0,NA,"0",0.245187436676798
9738,7,4,"F",0,1,3.95,1310,"Math & Science","0",0,NA,"1",0.73936170212766
9739,1,1,"M",0,0,3.15,940,"Arts & Letters","0",0,NA,"0",0.05676072418855
9740,6,7,"M",1,0,3.21,1270,"Arts & Letters","0",0,NA,"0",0.156017830609212
9741,3,4,"F",0,0,2.83,900,"Math & Science","0",0,NA,"0",0.05676072418855
9742,7,7,"F",1,0,4.2,1340,"Math & Science","1",0,NA,"1",0.73936170212766
9743,1,2,"F",0,0,3.25,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
9744,6,3,"F",1,0,3.88,1290,"Arts & Letters","1",1,3.268,"1",0.903225806451613
9745,6,4,"F",1,0,2.85,1060,"Math & Science","0",0,NA,"0",0.05676072418855
9746,3,3,"M",0,1,2.86,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
9747,5,4,"F",0,0,4.37,830,"Arts & Letters","0",0,NA,"0",0.308370044052863
9748,6,6,"F",1,0,3.85,1110,"Arts & Letters","1",1,3.597,"1",0.854901960784314
9749,4,4,"F",1,0,3.55,900,"Arts & Letters","0",0,NA,"0",0.05676072418855
9750,5,7,"F",0,0,3.64,1190,"Business & Economics","1",1,3.232,"1",0.855172413793103
9751,6,5,"M",1,0,3.36,1240,"Business & Economics","0",0,NA,"0",0.05676072418855
9752,3,3,"F",0,0,2.9,740,"Arts & Letters","0",0,NA,"0",0.05676072418855
9753,2,2,"F",0,1,3.79,880,"Business & Economics","0",0,NA,"0",0.320754716981132
9754,7,7,"F",1,0,3.39,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
9755,6,4,"F",1,0,4.05,1180,"Math & Science","0",0,NA,"0",0.320754716981132
9756,7,6,"M",1,0,3,1410,"Business & Economics","0",0,NA,"0",0.156017830609212
9757,7,7,"F",1,0,3.71,1280,"Arts & Letters","1",0,NA,"0",0.336
9758,6,6,"M",1,0,3.45,960,"Arts & Letters","0",0,NA,"0",0.05676072418855
9759,5,5,"F",1,0,3.8,1340,"Math & Science","0",0,NA,"0",0.378048780487805
9760,7,7,"F",0,0,3.64,1170,"Business & Economics","1",0,NA,"0",0.05676072418855
9761,3,3,"F",1,0,4.06,1090,"Arts & Letters","0",0,NA,"0",0.308370044052863
9762,3,3,"M",1,0,3.42,980,"Math & Science","0",0,NA,"0",0.05676072418855
9763,6,4,"M",1,0,3.7,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
9764,1,3,"M",0,0,2.89,880,"Math & Science","0",0,NA,"0",0.05676072418855
9765,3,4,"F",1,0,3.44,960,"Arts & Letters","0",0,NA,"0",0.05676072418855
9766,7,7,"F",0,0,3.27,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
9767,6,6,"F",1,0,3.12,960,"Math & Science","0",0,NA,"0",0.05676072418855
9768,6,5,"M",1,0,2.39,1270,"Business & Economics","0",0,NA,"0",0.156017830609212
9769,6,6,"F",1,0,3.27,980,"Math & Science","0",0,NA,"0",0.05676072418855
9770,6,5,"F",1,0,3.92,1400,"Math & Science","1",0,NA,"1",0.896933560477002
9771,2,5,"M",0,1,3.38,1290,"Arts & Letters","1",0,NA,"0",0.156017830609212
9772,7,7,"M",0,0,3.81,1170,"Math & Science","1",0,NA,"0",0.245187436676798
9773,7,7,"F",0,0,3.29,1080,"Math & Science","0",0,NA,"0",0.05676072418855
9774,6,6,"M",1,0,3.38,1060,"Business & Economics","1",1,2.675,"1",0.855172413793103
9775,5,5,"F",0,1,3.14,1010,"Arts & Letters","0",0,NA,"0",0.05676072418855
9776,6,6,"M",0,0,3.5,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
9777,7,7,"M",1,0,3.54,1360,"Math & Science","0",0,NA,"0",0.26978417266187
9778,6,3,"F",0,0,3.32,1070,"Business & Economics","0",0,NA,"0",0.05676072418855
9779,4,6,"F",1,0,4.14,1110,"Arts & Letters","1",0,NA,"0",0.308370044052863
9780,6,4,"M",0,1,3.35,1260,"Math & Science","0",0,NA,"0",0.05676072418855
9781,3,3,"F",0,1,3.64,1040,"Business & Economics","1",0,NA,"0",0.05676072418855
9782,6,4,"M",1,0,4.32,1550,"Math & Science","1",0,NA,"1",0.896933560477002
9783,1,1,"F",0,1,3.55,1230,"Math & Science","1",0,NA,"0",0.05676072418855
9784,7,7,"F",0,0,3.8,1220,"Math & Science","0",0,NA,"0",0.245187436676798
9785,4,6,"F",1,0,3.64,1320,"Math & Science","1",1,3.246,"1",0.855172413793103
9786,7,7,"M",0,0,3.77,1320,"Math & Science","0",0,NA,"0",0.336
9787,3,4,"F",0,1,3.75,1160,"Math & Science","0",0,NA,"0",0.05676072418855
9788,6,7,"F",0,1,3.91,1140,"Arts & Letters","1",0,NA,"0",0.245187436676798
9789,6,7,"M",1,0,3.12,980,"Business & Economics","0",0,NA,"0",0.05676072418855
9790,6,6,"F",0,1,3.92,1070,"Math & Science","0",0,NA,"0",0.245187436676798
9791,7,6,"M",0,1,3.75,1100,"Math & Science","0",0,NA,"0",0.05676072418855
9792,4,4,"M",1,0,3.95,1080,"Arts & Letters","0",0,NA,"0",0.245187436676798
9793,5,5,"F",0,1,3.79,1280,"Business & Economics","1",0,NA,"0",0.378048780487805
9794,3,4,"M",0,1,3.26,1100,"Math & Science","0",0,NA,"0",0.05676072418855
9795,6,2,"M",0,1,4.29,1440,"Math & Science","1",0,NA,"1",0.896933560477002
9796,6,3,"F",0,1,4.1,1240,"Math & Science","0",0,NA,"0",0.320754716981132
9797,6,6,"F",1,0,4.06,1420,"Arts & Letters","1",1,3.376,"1",0.896933560477002
9798,4,7,"M",0,0,3.55,920,"Math & Science","0",0,NA,"0",0.05676072418855
9799,6,3,"M",0,1,2.61,1230,"Business & Economics","0",0,NA,"0",0.05676072418855
9800,6,6,"F",1,0,3.93,1460,"Math & Science","1",0,NA,"1",0.896933560477002
9801,7,6,"F",0,1,4.11,1360,"Arts & Letters","1",0,NA,"1",0.896933560477002
9802,6,6,"F",0,1,4,1070,"Math & Science","0",0,NA,"0",0.245187436676798
9803,7,7,"F",0,1,3.74,1420,"Business & Economics","1",0,NA,"1",0.880952380952381
9804,7,7,"F",0,1,3.83,1410,"Arts & Letters","0",0,NA,"1",0.896933560477002
9805,6,6,"F",0,1,3.59,1310,"Business & Economics","0",0,NA,"0",0.26978417266187
9806,7,7,"F",0,1,3.59,1200,"Business & Economics","0",0,NA,"0",0.05676072418855
9807,6,6,"M",1,0,4,1440,"Arts & Letters","1",0,NA,"1",0.896933560477002
9808,6,6,"F",1,0,3.65,1220,"Business & Economics","1",0,NA,"0",0.05676072418855
9809,6,7,"F",1,0,3.76,1340,"Arts & Letters","1",0,NA,"0",0.336
9810,7,7,"F",1,0,3.65,1250,"Math & Science","0",0,NA,"0",0.05676072418855
9811,4,3,"F",0,0,2.65,1040,"Math & Science","0",0,NA,"0",0.05676072418855
9812,7,7,"M",0,1,3.46,1280,"Math & Science","0",0,NA,"0",0.156017830609212
9813,3,3,"F",0,1,3.41,1100,"Math & Science","0",0,NA,"0",0.05676072418855
9814,3,6,"M",1,0,3.37,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
9815,7,6,"F",1,0,4.27,1310,"Math & Science","1",0,NA,"1",0.73936170212766
9816,7,7,"F",1,0,3.74,1290,"Arts & Letters","1",1,3.638,"1",0.855172413793103
