"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA"
9066,3,3,"F",0,1,3.28,1250,"Arts & Letters",0,0,NA
9067,7,6,"F",0,0,3.92,1200,"Arts & Letters",1,0,NA
9068,6,4,"M",1,0,3.61,1300,"Math & Science",0,0,NA
9069,3,4,"F",0,1,3.08,1120,"Arts & Letters",0,0,NA
9070,5,4,"M",1,0,3.29,1250,"Arts & Letters",1,1,3.343
9071,6,7,"F",1,0,3.65,1150,"Arts & Letters",1,1,3.177
9072,7,6,"F",1,0,3.75,1050,"Arts & Letters",0,0,NA
9073,3,1,"M",0,1,3.77,1350,"Arts & Letters",0,0,NA
9074,7,7,"M",0,1,3.41,1260,"Business & Economics",0,0,NA
9075,6,6,"M",1,0,3.12,1110,"Arts & Letters",0,0,NA
9076,7,7,"F",1,0,3.8,1410,"Math & Science",1,0,NA
9077,6,3,"M",1,0,3.85,1230,"Business & Economics",0,0,NA
9078,6,6,"F",1,0,4.15,1320,"Arts & Letters",1,0,NA
9079,7,6,"M",0,1,2.95,990,"Math & Science",0,0,NA
9080,5,4,"M",1,0,2.72,1020,"Business & Economics",0,0,NA
9081,6,6,"M",1,0,3.25,1360,"Arts & Letters",1,1,3.519
9082,6,6,"M",1,0,3.15,920,"Arts & Letters",0,0,NA
9083,7,6,"M",1,0,3.94,1490,"Arts & Letters",1,0,NA
9084,6,6,"F",1,0,3.95,1200,"Math & Science",0,0,NA
9085,6,7,"M",1,0,3.32,1070,"Arts & Letters",0,0,NA
9086,4,3,"F",1,0,3.75,1040,"Arts & Letters",0,0,NA
9087,7,6,"M",1,0,3.93,1300,"Math & Science",1,0,NA
9088,7,7,"M",0,1,2.83,1320,"Math & Science",0,0,NA
9089,6,6,"F",1,0,3.2,1150,"Math & Science",0,0,NA
9090,7,3,"M",1,0,2.85,1080,"Arts & Letters",0,0,NA
9091,7,7,"M",0,1,3.55,1320,"Math & Science",0,0,NA
9092,2,2,"F",0,0,3.56,1030,"Arts & Letters",0,0,NA
9093,2,2,"M",0,0,3.15,1150,"Arts & Letters",0,0,NA
9094,4,7,"F",1,0,4.23,1290,"Business & Economics",1,0,NA
9095,7,7,"F",1,0,3.42,1140,"Business & Economics",0,0,NA
9096,7,7,"F",0,1,3.9,1540,"Business & Economics",1,0,NA
9097,1,1,"F",0,1,2.83,1170,"Math & Science",0,0,NA
9098,7,6,"F",0,1,4.12,1350,"Business & Economics",1,0,NA
9099,3,3,"F",1,0,3.95,1090,"Arts & Letters",0,0,NA
9100,7,6,"F",1,0,3.5,1300,"Arts & Letters",0,0,NA
9101,7,7,"M",1,0,3.88,1220,"Math & Science",0,0,NA
9102,7,7,"M",1,0,3.25,1090,"Arts & Letters",0,0,NA
9103,6,6,"F",0,1,3.82,1230,"Math & Science",0,0,NA
9104,6,7,"F",0,1,3.54,1080,"Math & Science",0,0,NA
9105,5,6,"M",1,0,3.48,1050,"Math & Science",0,0,NA
9106,7,6,"M",0,0,3.86,1390,"Business & Economics",1,0,NA
9107,6,6,"M",0,1,3.73,1260,"Math & Science",0,0,NA
9108,7,6,"F",1,0,4.27,1330,"Math & Science",1,0,NA
9109,7,7,"F",1,0,4.36,1310,"Business & Economics",1,0,NA
9110,6,6,"F",1,0,3.73,1230,"Math & Science",0,0,NA
9111,6,7,"F",0,0,3.43,1340,"Arts & Letters",0,0,NA
9112,2,2,"F",0,0,3.75,910,"Math & Science",0,0,NA
9113,4,6,"M",1,0,2.73,1280,"Math & Science",0,0,NA
9114,3,3,"M",1,0,3.82,1010,"Business & Economics",0,0,NA
9115,6,6,"F",1,0,3.7,1210,"Arts & Letters",1,1,3.234
9116,3,2,"F",0,1,3.55,1040,"Business & Economics",0,0,NA
9117,6,6,"M",0,1,3.09,990,"Math & Science",0,0,NA
9118,3,6,"M",1,0,3.4,1160,"Math & Science",0,0,NA
9119,6,6,"M",0,1,3.54,1360,"Math & Science",1,0,NA
9120,5,5,"M",1,0,4.23,1480,"Business & Economics",1,0,NA
9121,5,7,"F",1,0,3.4,1050,"Arts & Letters",0,0,NA
9122,5,6,"M",1,0,3.45,1270,"Business & Economics",0,0,NA
9123,7,3,"M",0,1,4.36,1370,"Math & Science",1,0,NA
9124,6,5,"M",0,1,3.38,1380,"Math & Science",0,0,NA
9125,6,6,"F",1,0,2.73,880,"Business & Economics",0,0,NA
9126,2,2,"F",0,1,4.05,1290,"Business & Economics",1,0,NA
9127,7,7,"M",1,0,4.31,1210,"Arts & Letters",0,0,NA
9128,2,1,"F",0,0,2.92,800,"Business & Economics",0,0,NA
9129,1,1,"M",0,0,3.48,990,"Arts & Letters",0,0,NA
9130,6,6,"F",1,0,3.11,1210,"Math & Science",0,0,NA
9131,3,1,"F",0,0,2.77,890,"Arts & Letters",0,0,NA
9132,7,6,"M",1,0,3.91,1180,"Business & Economics",0,0,NA
9133,1,6,"F",1,0,3.67,1310,"Arts & Letters",1,0,NA
9134,7,7,"M",1,0,4,1150,"Arts & Letters",1,0,NA
9135,6,6,"M",0,0,3.74,1310,"Arts & Letters",0,0,NA
9136,4,6,"M",0,0,3.23,1310,"Arts & Letters",1,0,NA
9137,3,6,"F",0,0,3.88,1100,"Arts & Letters",0,0,NA
9138,5,6,"F",1,0,3.55,1050,"Business & Economics",0,0,NA
9139,6,6,"F",0,1,3.5,1410,"Arts & Letters",0,0,NA
9140,7,7,"F",1,0,3.7,1130,"Arts & Letters",1,1,3.208
9141,6,6,"F",1,0,4,1160,"Math & Science",0,0,NA
9142,4,4,"F",1,0,3.29,1090,"Arts & Letters",0,0,NA
9143,2,2,"M",0,0,3.59,680,"Business & Economics",0,0,NA
9144,6,7,"M",1,0,3.21,1040,"Math & Science",0,0,NA
9145,1,1,"F",0,0,2.82,740,"Math & Science",0,0,NA
9146,6,7,"M",0,0,3.26,1230,"Business & Economics",0,0,NA
9147,4,3,"F",1,0,3.5,960,"Arts & Letters",0,0,NA
9148,4,4,"M",1,0,3.38,1000,"Arts & Letters",0,0,NA
9149,6,3,"M",1,0,2.71,1180,"Arts & Letters",0,0,NA
9150,7,7,"F",1,0,3.65,1290,"Arts & Letters",1,0,NA
9151,1,1,"M",0,0,3.73,920,"Math & Science",0,0,NA
9152,1,1,"M",0,1,3.38,1030,"Business & Economics",1,1,2.338
9153,1,1,"F",0,0,3.08,930,"Math & Science",0,0,NA
9154,7,6,"M",1,0,3.4,1290,"Business & Economics",0,0,NA
9155,6,3,"F",0,1,3.48,1240,"Arts & Letters",0,0,NA
9156,7,5,"F",1,0,3.06,930,"Arts & Letters",0,0,NA
9157,2,2,"F",0,0,4.09,980,"Arts & Letters",1,0,NA
9158,7,6,"M",0,0,4.29,1220,"Math & Science",1,0,NA
9159,7,6,"M",1,0,3.79,1280,"Math & Science",0,0,NA
9160,1,1,"F",0,1,3.7,1070,"Arts & Letters",0,0,NA
9161,1,2,"M",0,1,3.14,1140,"Arts & Letters",1,0,NA
9162,6,6,"M",1,0,3.75,1340,"Math & Science",0,0,NA
9163,7,7,"F",1,0,3.81,1290,"Arts & Letters",0,0,NA
9164,4,4,"M",1,0,3.7,1330,"Business & Economics",0,1,2.51
9165,6,4,"F",1,0,3.87,1360,"Arts & Letters",1,1,3.223
9166,4,6,"F",0,0,3.52,1020,"Arts & Letters",0,0,NA
9167,1,2,"F",0,1,3.11,770,"Arts & Letters",0,0,NA
9168,4,7,"F",0,1,2.95,1110,"Arts & Letters",0,0,NA
9169,6,4,"F",0,0,4.09,1340,"Math & Science",1,0,NA
9170,6,6,"F",1,0,3.25,1030,"Business & Economics",0,0,NA
9171,3,3,"F",1,0,2.86,1090,"Arts & Letters",0,0,NA
9172,6,7,"F",1,0,3.73,1100,"Arts & Letters",1,0,NA
9173,6,6,"F",1,0,3.42,1090,"Math & Science",0,0,NA
9174,7,7,"F",0,0,3.39,1330,"Math & Science",0,0,NA
9175,7,7,"F",0,0,3.79,1380,"Math & Science",1,0,NA
9176,6,5,"M",0,0,2.25,750,"Math & Science",0,0,NA
9177,7,6,"M",0,1,3.45,1130,"Business & Economics",0,0,NA
9178,6,6,"M",0,1,3.96,1220,"Business & Economics",0,0,NA
9179,6,7,"F",1,0,3.71,1230,"Arts & Letters",0,0,NA
9180,7,7,"F",1,0,3.45,1180,"Math & Science",0,0,NA
9181,5,5,"F",0,1,3.54,1210,"Business & Economics",0,0,NA
9182,2,2,"M",0,1,2.59,1070,"Math & Science",0,0,NA
9183,3,3,"F",1,0,3.04,810,"Math & Science",0,0,NA
9184,4,4,"F",0,1,3.05,1160,"Arts & Letters",0,0,NA
9185,4,5,"F",1,0,3.91,1280,"Arts & Letters",0,0,NA
9186,7,7,"F",1,0,3.88,1190,"Arts & Letters",1,1,3.228
9187,3,1,"F",0,1,3.59,1280,"Arts & Letters",0,0,NA
9188,5,6,"M",0,1,2.77,940,"Arts & Letters",0,0,NA
9189,5,3,"M",0,1,3.88,1120,"Math & Science",1,0,NA
9190,6,6,"F",1,0,3.52,1300,"Arts & Letters",0,0,NA
9191,5,3,"M",0,0,3.67,1080,"Business & Economics",0,0,NA
9192,7,7,"M",1,0,3.7,1370,"Math & Science",0,0,NA
9193,7,6,"M",1,0,4.14,1310,"Business & Economics",1,0,NA
9194,7,6,"F",1,0,4.27,1450,"Arts & Letters",1,0,NA
9195,5,6,"M",1,0,3.06,1180,"Arts & Letters",0,0,NA
9196,6,7,"F",0,0,3.43,1330,"Arts & Letters",0,0,NA
9197,1,2,"M",0,0,3.55,1150,"Math & Science",1,0,NA
9198,1,2,"F",0,0,3.28,880,"Math & Science",0,0,NA
9199,4,4,"F",0,1,3.9,1270,"Arts & Letters",0,0,NA
9200,1,1,"F",0,0,4.19,1200,"Arts & Letters",1,0,NA
9201,6,6,"F",0,1,3.69,1320,"Arts & Letters",0,0,NA
9202,2,3,"F",0,1,2.54,630,"Arts & Letters",0,0,NA
9203,7,6,"M",0,1,4.36,1430,"Math & Science",1,0,NA
9204,6,7,"M",1,0,3.75,1170,"Arts & Letters",1,0,NA
9205,1,1,"F",0,0,3.35,1100,"Arts & Letters",0,0,NA
9206,6,6,"F",0,1,4.22,1270,"Math & Science",1,0,NA
9207,7,7,"F",1,0,3.92,1180,"Arts & Letters",0,0,NA
9208,6,6,"F",0,0,3.6,1030,"Arts & Letters",0,0,NA
9209,7,6,"F",0,0,4.04,1390,"Arts & Letters",1,0,NA
9210,7,7,"M",1,0,3.54,1340,"Business & Economics",1,0,NA
9211,6,7,"M",0,0,3.19,1070,"Arts & Letters",0,0,NA
9212,6,6,"F",0,1,3.5,1500,"Business & Economics",0,0,NA
9213,6,5,"M",0,1,2.8,1330,"Business & Economics",0,0,NA
9214,7,5,"F",0,0,3.92,1090,"Arts & Letters",0,0,NA
9215,1,1,"F",0,0,3.93,1110,"Arts & Letters",1,0,NA
9216,6,6,"F",1,0,3.67,1230,"Math & Science",0,0,NA
9217,7,7,"M",1,0,4.17,1110,"Math & Science",0,0,NA
9218,6,5,"F",1,0,3.62,1320,"Math & Science",0,0,NA
9219,4,6,"F",0,0,2.88,1110,"Arts & Letters",0,0,NA
9220,7,6,"M",0,0,2.9,960,"Business & Economics",0,0,NA
9221,4,3,"M",0,1,2.9,1050,"Arts & Letters",0,0,NA
9222,6,6,"M",1,0,3.15,1050,"Math & Science",0,0,NA
9223,6,3,"M",0,0,3.42,1060,"Business & Economics",0,0,NA
9224,6,6,"F",0,1,3.76,1150,"Math & Science",0,0,NA
9225,7,6,"M",1,0,3.95,1310,"Math & Science",0,0,NA
9226,1,1,"F",0,0,3.82,990,"Math & Science",0,0,NA
9227,3,4,"F",1,0,3.8,1240,"Business & Economics",1,0,NA
9228,3,6,"M",0,0,3.64,1040,"Math & Science",0,0,NA
9229,6,6,"M",0,0,2.9,1010,"Math & Science",0,0,NA
9230,5,3,"M",1,0,3.32,1130,"Business & Economics",0,0,NA
9231,6,6,"F",1,0,3.4,1040,"Arts & Letters",0,0,NA
9232,4,4,"F",0,0,3.64,1050,"Arts & Letters",0,0,NA
9233,7,6,"M",0,1,3.09,1330,"Arts & Letters",1,0,NA
9234,6,6,"F",1,0,4.05,1290,"Business & Economics",1,1,3.128
9235,7,7,"F",1,0,3.5,1070,"Math & Science",0,0,NA
9236,5,3,"F",0,0,3.3,1140,"Math & Science",0,0,NA
9237,7,7,"F",0,1,3.28,1190,"Arts & Letters",0,0,NA
9238,2,7,"M",1,0,3.73,1180,"Arts & Letters",0,0,NA
9239,4,7,"F",0,0,3.96,1240,"Arts & Letters",1,0,NA
9240,6,6,"M",1,0,3.04,960,"Arts & Letters",0,0,NA
9241,6,6,"M",0,0,3.8,1180,"Business & Economics",0,0,NA
9242,7,7,"F",0,0,3.1,1090,"Business & Economics",0,0,NA
9243,6,6,"M",1,0,3.04,1110,"Business & Economics",0,0,NA
9244,6,6,"M",1,0,3.95,1430,"Arts & Letters",1,0,NA
9245,4,3,"M",0,0,3.29,1060,"Arts & Letters",0,0,NA
9246,6,6,"F",1,0,3.79,1260,"Arts & Letters",0,0,NA
9247,7,6,"F",1,0,3.08,1270,"Arts & Letters",1,0,NA
9248,6,7,"F",1,0,3.88,1160,"Math & Science",0,0,NA
9249,4,4,"F",1,0,2.68,710,"Arts & Letters",0,0,NA
9250,3,6,"F",0,0,3.65,930,"Arts & Letters",0,0,NA
9251,7,6,"F",0,1,3.91,1230,"Arts & Letters",0,0,NA
9252,3,3,"F",1,0,3.95,1320,"Business & Economics",1,1,3.515
9253,5,7,"F",1,0,4.16,1410,"Arts & Letters",1,0,NA
9254,7,7,"M",1,0,3.28,1230,"Business & Economics",0,0,NA
9255,3,4,"F",0,0,3.86,1310,"Math & Science",0,0,NA
9256,6,6,"F",1,0,3.65,1050,"Arts & Letters",0,0,NA
9257,5,6,"M",1,0,4.05,1240,"Business & Economics",0,0,NA
9258,4,7,"F",1,0,3.17,1000,"Arts & Letters",0,0,NA
9259,6,6,"F",1,0,3.6,1300,"Business & Economics",0,0,NA
9260,6,6,"F",1,0,3.42,1150,"Math & Science",0,0,NA
9261,7,6,"F",1,0,3.5,1130,"Business & Economics",0,0,NA
9262,1,1,"M",0,0,3.16,850,"Arts & Letters",0,0,NA
9263,7,7,"F",0,0,3,820,"Business & Economics",0,0,NA
9264,6,4,"F",1,0,3.15,1040,"Math & Science",0,0,NA
9265,7,6,"M",1,0,3.21,1370,"Business & Economics",0,0,NA
9266,4,4,"F",1,0,4.06,1130,"Arts & Letters",0,1,3.275
9267,7,7,"F",1,0,4.2,1380,"Arts & Letters",1,0,NA
9268,7,7,"F",1,0,3.83,1170,"Math & Science",1,1,2.908
9269,6,7,"M",0,0,4.29,1370,"Math & Science",1,0,NA
9270,6,6,"F",1,0,3.6,1230,"Arts & Letters",0,0,NA
9271,6,4,"F",0,0,3.32,1430,"Arts & Letters",0,0,NA
9272,3,3,"F",1,0,4.08,1050,"Arts & Letters",0,0,NA
9273,6,7,"M",0,0,4.05,1380,"Math & Science",1,0,NA
9274,7,6,"F",0,1,3.59,1340,"Math & Science",1,0,NA
9275,6,6,"M",0,1,3.82,1290,"Business & Economics",0,0,NA
9276,6,5,"F",0,0,3.55,1270,"Arts & Letters",0,0,NA
9277,3,3,"F",0,0,4.11,1040,"Math & Science",0,0,NA
9278,6,6,"M",0,1,3.5,1450,"Math & Science",0,0,NA
9279,7,5,"M",0,0,3.46,1100,"Business & Economics",0,0,NA
9280,7,6,"F",1,0,4.21,1190,"Business & Economics",1,1,3.521
9281,4,4,"F",1,0,3.14,980,"Arts & Letters",0,0,NA
9282,7,7,"M",1,0,4.4,1510,"Business & Economics",1,0,NA
9283,6,7,"F",1,0,3.2,1140,"Arts & Letters",1,1,2.694
9284,7,7,"F",0,1,4.33,1400,"Business & Economics",1,0,NA
9285,4,7,"M",0,0,3.23,1130,"Arts & Letters",0,0,NA
9286,5,5,"M",1,0,4,1220,"Business & Economics",0,0,NA
9287,4,4,"F",1,0,4,1290,"Arts & Letters",1,1,3.457
9288,6,6,"M",1,0,4.04,1480,"Business & Economics",1,0,NA
9289,6,7,"M",0,0,3.96,1460,"Math & Science",1,0,NA
9290,4,5,"M",0,0,3.75,930,"Arts & Letters",0,0,NA
9291,6,7,"F",1,0,4.21,1500,"Math & Science",1,1,3.729
9292,6,6,"M",0,0,3.48,930,"Business & Economics",0,0,NA
9293,4,7,"F",1,0,4.04,1290,"Business & Economics",1,0,NA
9294,7,7,"F",1,0,3.82,1130,"Arts & Letters",0,0,NA
9295,7,7,"F",1,0,3.33,970,"Math & Science",0,0,NA
9296,6,7,"M",1,0,3.24,1000,"Arts & Letters",0,0,NA
9297,5,4,"M",0,1,2.5,1080,"Math & Science",0,0,NA
9298,4,4,"F",0,0,3.21,880,"Arts & Letters",0,0,NA
9299,5,5,"F",0,0,3.58,760,"Arts & Letters",0,0,NA
9300,4,4,"M",1,0,3.58,1240,"Business & Economics",0,0,NA
9301,6,6,"F",1,0,3.54,1290,"Business & Economics",0,0,NA
9302,7,6,"M",1,0,3.33,1000,"Arts & Letters",1,0,NA
9303,6,7,"M",0,0,3.36,1080,"Business & Economics",0,0,NA
9304,6,6,"M",0,1,3.45,1140,"Business & Economics",0,0,NA
9305,7,6,"F",1,0,4.36,1300,"Math & Science",0,0,NA
9306,5,3,"F",0,0,3.65,1080,"Math & Science",1,1,2.63
9307,6,6,"M",0,1,3.52,1330,"Business & Economics",1,0,NA
9308,6,6,"F",1,0,4.11,1120,"Math & Science",0,0,NA
9309,6,7,"F",1,0,3.27,1040,"Arts & Letters",0,0,NA
9310,6,7,"F",1,0,3.44,1110,"Math & Science",0,0,NA
9311,7,7,"M",1,0,4.04,1320,"Math & Science",1,0,NA
9312,7,6,"F",1,0,3.85,1130,"Math & Science",0,0,NA
9313,6,5,"F",1,0,3.78,1050,"Arts & Letters",0,0,NA
9314,7,7,"F",0,1,3.39,990,"Arts & Letters",0,0,NA
9315,6,3,"M",0,1,3.36,990,"Math & Science",0,0,NA
9316,6,6,"M",0,1,3.5,1410,"Arts & Letters",0,0,NA
9317,7,7,"M",1,0,4.19,1380,"Math & Science",1,0,NA
9318,1,1,"F",0,1,4.28,1070,"Math & Science",1,0,NA
9319,4,4,"M",0,1,3.54,1020,"Math & Science",0,0,NA
9320,5,5,"M",1,0,3.18,1050,"Math & Science",0,0,NA
9321,2,4,"M",0,1,3.25,1200,"Math & Science",0,0,NA
9322,6,4,"M",1,0,3,1090,"Arts & Letters",0,0,NA
9323,4,4,"M",0,0,3.5,1050,"Business & Economics",0,0,NA
9324,7,6,"F",1,0,3.96,1320,"Business & Economics",1,1,3.313
9325,4,6,"M",1,0,3.8,1150,"Business & Economics",1,0,NA
9326,6,5,"F",0,0,3.65,1180,"Business & Economics",0,0,NA
9327,3,3,"F",0,0,2.25,810,"Arts & Letters",0,0,NA
9328,3,4,"M",0,0,3.09,1030,"Arts & Letters",0,0,NA
9329,7,3,"F",0,0,3.59,1210,"Business & Economics",0,0,NA
9330,1,1,"F",0,1,3.54,880,"Arts & Letters",0,0,NA
9331,7,7,"F",1,0,4.2,1560,"Math & Science",1,0,NA
9332,6,4,"M",0,0,2.94,900,"Arts & Letters",0,0,NA
9333,6,6,"M",1,0,3.52,1270,"Arts & Letters",1,1,3.1
9334,6,6,"F",1,0,3,1040,"Arts & Letters",0,0,NA
9335,7,7,"F",0,1,3.93,1220,"Math & Science",1,0,NA
9336,3,5,"M",1,0,3.4,1420,"Arts & Letters",1,1,3.963
9337,4,7,"M",1,0,3.56,950,"Arts & Letters",0,0,NA
9338,3,4,"F",0,0,4.08,1160,"Business & Economics",1,0,NA
9339,6,6,"M",0,1,4.13,1550,"Business & Economics",1,0,NA
9340,3,3,"F",1,0,3.25,1050,"Arts & Letters",0,0,NA
9341,3,6,"M",1,0,3.89,1090,"Business & Economics",1,0,NA
9342,6,7,"M",1,0,3.86,1340,"Math & Science",1,0,NA
9343,6,7,"F",0,0,3.71,1210,"Arts & Letters",0,1,3.241
9344,6,5,"F",1,0,2.72,1130,"Business & Economics",0,0,NA
9345,4,4,"M",1,0,3,1030,"Arts & Letters",0,0,NA
9346,3,3,"M",0,0,2.68,930,"Arts & Letters",0,0,NA
9347,7,7,"F",1,0,4.25,1460,"Business & Economics",1,0,NA
9348,4,3,"M",0,0,3.37,1080,"Math & Science",0,0,NA
9349,7,7,"M",1,0,3.4,1290,"Math & Science",0,0,NA
9350,7,3,"M",1,0,3.05,1210,"Business & Economics",0,0,NA
9351,6,6,"M",1,0,3.18,1010,"Business & Economics",0,0,NA
9352,7,7,"F",0,0,3.88,1180,"Math & Science",0,0,NA
9353,4,4,"F",1,0,3.77,1200,"Math & Science",0,0,NA
9354,6,4,"F",0,0,3.12,960,"Business & Economics",0,0,NA
9355,6,6,"F",1,0,3.77,1250,"Business & Economics",1,0,NA
9356,2,4,"M",0,0,3.91,1020,"Arts & Letters",1,1,2.016
9357,7,6,"M",1,0,2.92,1230,"Math & Science",0,0,NA
9358,4,4,"F",1,0,3.45,1010,"Math & Science",0,0,NA
9359,4,5,"F",1,0,3.94,1190,"Business & Economics",1,1,3.05
9360,5,5,"M",1,0,3.14,1070,"Arts & Letters",0,0,NA
9361,4,4,"F",1,0,2.44,1160,"Arts & Letters",0,0,NA
9362,4,7,"M",0,0,3.26,1010,"Math & Science",0,0,NA
9363,7,6,"F",1,0,3.8,980,"Math & Science",0,0,NA
9364,7,7,"M",1,0,4.12,1460,"Business & Economics",1,0,NA
9365,7,6,"F",1,0,3.82,1230,"Arts & Letters",0,1,3.379
9366,7,7,"F",0,1,3.68,1440,"Business & Economics",1,0,NA
9367,7,5,"F",0,1,2.95,860,"Arts & Letters",0,0,NA
9368,6,6,"M",0,1,3.77,1330,"Business & Economics",1,0,NA
9369,2,2,"F",0,0,4,1110,"Math & Science",1,0,NA
9370,6,5,"F",1,0,4,1190,"Math & Science",0,0,NA
9371,6,6,"F",0,0,3.91,1300,"Math & Science",1,0,NA
9372,4,4,"M",1,0,3.77,1150,"Business & Economics",1,1,2.908
9373,6,6,"F",0,1,3.17,1160,"Business & Economics",0,0,NA
9374,4,6,"F",0,0,3.55,1160,"Arts & Letters",1,0,NA
9375,4,6,"M",1,0,4.3,1410,"Arts & Letters",1,0,NA
9376,6,5,"F",1,0,3.7,970,"Math & Science",0,0,NA
9377,5,4,"M",0,0,3.58,1030,"Math & Science",0,0,NA
9378,3,3,"M",0,0,3.67,1070,"Math & Science",0,0,NA
9379,4,4,"F",0,1,3.65,1200,"Business & Economics",0,0,NA
9380,6,6,"F",0,0,4.04,1290,"Business & Economics",1,0,NA
9381,7,7,"F",1,0,3.94,1310,"Math & Science",1,0,NA
9382,6,6,"M",0,1,2.78,1060,"Math & Science",0,0,NA
9383,6,6,"M",1,0,3.45,1360,"Arts & Letters",1,0,NA
9384,5,6,"F",1,0,3.82,1040,"Business & Economics",1,0,NA
9385,7,7,"F",1,0,3.84,1270,"Math & Science",1,0,NA
9386,6,5,"M",0,0,3.96,1260,"Business & Economics",1,0,NA
9387,1,1,"F",0,1,4.36,1100,"Arts & Letters",0,0,NA
9388,6,6,"F",1,0,3.27,1050,"Arts & Letters",0,0,NA
9389,7,4,"M",1,0,3.65,1280,"Business & Economics",0,0,NA
9390,6,6,"F",1,0,4.09,1150,"Math & Science",0,0,NA
9391,6,6,"F",1,0,3.7,1240,"Arts & Letters",0,0,NA
9392,5,6,"F",1,0,3.8,1170,"Arts & Letters",0,0,NA
9393,4,3,"M",1,0,2.53,840,"Math & Science",0,0,NA
9394,4,3,"F",1,0,3.26,930,"Arts & Letters",0,0,NA
9395,6,7,"F",1,0,4.21,1340,"Arts & Letters",0,1,3.705
9396,7,7,"F",0,1,4.26,1390,"Math & Science",1,0,NA
9397,7,6,"F",1,0,3.71,1410,"Arts & Letters",0,0,NA
9398,3,1,"F",0,0,3.7,1190,"Math & Science",1,0,NA
9399,6,6,"F",1,0,4,1550,"Arts & Letters",1,0,NA
9400,7,7,"M",1,0,3.5,1170,"Math & Science",0,0,NA
9401,4,4,"F",0,0,4.14,1290,"Arts & Letters",1,0,NA
9402,7,6,"F",0,1,3.58,1190,"Business & Economics",1,1,2.955
9403,6,5,"F",0,1,3.05,1320,"Arts & Letters",0,0,NA
9404,7,4,"F",1,0,3.82,1170,"Arts & Letters",0,0,NA
9405,7,7,"M",1,0,2.7,1090,"Business & Economics",0,0,NA
9406,3,3,"F",1,0,4.16,1170,"Arts & Letters",0,0,NA
9407,6,6,"F",1,0,3.21,1010,"Arts & Letters",0,0,NA
9408,6,6,"F",1,0,2.79,1160,"Math & Science",0,0,NA
9409,7,6,"F",1,0,3,1230,"Math & Science",0,0,NA
9410,2,3,"M",1,0,3.22,1100,"Arts & Letters",0,0,NA
9411,6,6,"F",0,0,4.09,1270,"Math & Science",1,0,NA
9412,4,6,"M",1,0,3.47,1120,"Arts & Letters",0,0,NA
9413,4,4,"M",0,0,3.5,920,"Math & Science",0,0,NA
9414,6,7,"M",1,0,4.1,1360,"Math & Science",1,0,NA
9415,6,7,"F",1,0,3.77,1120,"Business & Economics",1,1,2.735
9416,6,4,"F",1,0,3.82,1250,"Arts & Letters",0,0,NA
9417,5,4,"M",1,0,3.95,1240,"Business & Economics",1,0,NA
9418,6,6,"F",1,0,3.47,1070,"Math & Science",0,0,NA
9419,3,6,"M",1,0,3.83,1230,"Arts & Letters",0,0,NA
9420,7,7,"M",1,0,3.61,1340,"Math & Science",0,0,NA
9421,7,5,"F",0,0,3.32,1010,"Math & Science",0,0,NA
9422,6,6,"F",0,0,3.65,1230,"Arts & Letters",0,0,NA
9423,6,5,"F",1,0,3.45,1330,"Math & Science",0,0,NA
9424,4,6,"F",1,0,3.68,1190,"Arts & Letters",0,0,NA
9425,6,6,"M",0,0,3.52,1100,"Arts & Letters",0,0,NA
9426,6,6,"F",1,0,3.9,1170,"Math & Science",0,0,NA
9427,7,5,"F",1,0,4.15,1400,"Business & Economics",1,0,NA
9428,7,6,"M",1,0,3.55,1270,"Arts & Letters",0,0,NA
9429,6,7,"F",1,0,3.96,1270,"Business & Economics",0,0,NA
9430,6,4,"F",1,0,3.3,1010,"Business & Economics",0,0,NA
9431,7,7,"F",1,0,3.4,970,"Arts & Letters",0,0,NA
9432,4,7,"F",1,0,3.61,1000,"Arts & Letters",0,0,NA
9433,7,3,"F",1,0,3.42,1170,"Arts & Letters",1,0,NA
9434,7,6,"F",1,0,4.07,1290,"Business & Economics",1,0,NA
9435,4,6,"M",1,0,3.68,1340,"Business & Economics",1,0,NA
9436,6,5,"F",1,0,4.09,1190,"Arts & Letters",1,1,3.521
9437,1,1,"F",0,0,4.15,1250,"Math & Science",1,1,3.489
9438,7,6,"M",1,0,4.15,1490,"Math & Science",1,0,NA
9439,7,6,"F",0,1,3.5,1430,"Math & Science",0,0,NA
9440,6,7,"F",1,0,3.96,1260,"Business & Economics",1,0,NA
9441,6,6,"F",1,0,3.1,960,"Math & Science",0,0,NA
9442,5,4,"F",0,1,3.23,1070,"Math & Science",0,0,NA
9443,3,3,"M",1,0,3.4,1170,"Business & Economics",0,0,NA
9444,7,7,"M",0,1,2.96,1280,"Math & Science",0,0,NA
9445,7,4,"F",0,0,3.23,1010,"Arts & Letters",0,0,NA
9446,6,6,"F",0,0,3.3,1040,"Math & Science",0,0,NA
9447,7,4,"F",0,0,4,1290,"Business & Economics",1,0,NA
9448,6,7,"F",1,0,3.72,1300,"Arts & Letters",0,0,NA
9449,7,5,"F",0,0,3.2,1130,"Arts & Letters",0,0,NA
9450,7,6,"M",0,0,3.5,1120,"Math & Science",0,0,NA
9451,3,3,"M",0,1,3.83,1340,"Math & Science",1,0,NA
9452,7,7,"F",1,0,3.33,1170,"Arts & Letters",0,0,NA
