"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA"
12810,5,5,"F",1,0,4.21,1370,"Arts & Letters",0,0,NA
12811,6,6,"M",0,0,3.46,1210,"Math & Science",0,0,NA
12812,6,3,"M",0,0,3.38,980,"Business & Economics",0,0,NA
12813,7,7,"F",1,0,4.21,1140,"Math & Science",0,0,NA
12814,5,5,"F",0,0,3.05,840,"Business & Economics",0,0,NA
12815,4,4,"F",1,0,3.09,1130,"Arts & Letters",0,0,NA
12816,3,5,"M",1,0,3.92,1030,"Business & Economics",1,1,3.084
12817,6,5,"F",0,1,3.75,1520,"Math & Science",0,0,NA
12818,7,4,"M",1,0,3.44,1220,"Business & Economics",1,1,3.418
12819,3,3,"F",1,0,3.59,1370,"Business & Economics",1,1,3.298
12820,4,1,"M",0,1,3.58,1160,"Math & Science",0,0,NA
12821,6,7,"F",1,0,4.18,1370,"Math & Science",1,0,NA
12822,4,4,"F",1,0,3.6,1010,"Arts & Letters",0,0,NA
12823,4,3,"M",1,0,3.79,1300,"Math & Science",0,0,NA
12824,6,6,"F",0,0,3.59,1130,"Arts & Letters",0,0,NA
12825,4,7,"M",1,0,3.82,1340,"Math & Science",1,0,NA
12826,7,7,"M",0,1,3.27,1190,"Math & Science",0,0,NA
12827,4,4,"F",0,0,2.92,840,"Math & Science",0,0,NA
12828,6,6,"F",0,0,3.87,1180,"Arts & Letters",1,0,NA
12829,7,4,"F",1,0,3.8,1470,"Math & Science",1,0,NA
12830,6,4,"M",0,1,4,1420,"Math & Science",1,0,NA
12831,7,7,"F",1,0,3.76,1430,"Arts & Letters",0,0,NA
12832,6,7,"M",1,0,3.35,1080,"Business & Economics",0,0,NA
12833,7,7,"M",0,0,3.64,1400,"Arts & Letters",0,0,NA
12834,6,3,"F",0,0,3.21,1110,"Arts & Letters",0,0,NA
12835,5,5,"F",0,1,3.7,1130,"Math & Science",1,0,NA
12836,6,5,"M",1,0,3.18,1190,"Arts & Letters",0,0,NA
12837,4,4,"F",1,0,4.15,1190,"Arts & Letters",0,0,NA
12838,7,5,"M",0,0,3.5,1340,"Math & Science",1,1,2.644
12839,7,6,"F",1,0,4.04,1190,"Arts & Letters",0,0,NA
12840,6,7,"F",1,0,4,1230,"Arts & Letters",1,0,NA
12841,6,6,"M",1,0,4.07,1500,"Arts & Letters",1,0,NA
12842,6,6,"F",0,0,3.93,1130,"Math & Science",0,0,NA
12843,7,7,"F",1,0,4.14,1430,"Arts & Letters",1,0,NA
12844,7,6,"M",1,0,3.94,1450,"Business & Economics",1,0,NA
12845,6,3,"F",1,0,3.55,1130,"Arts & Letters",0,0,NA
12846,6,7,"F",1,0,3.41,1410,"Arts & Letters",1,0,NA
12847,7,7,"M",1,0,3.89,1270,"Math & Science",0,0,NA
12848,2,4,"M",0,0,3.75,910,"Business & Economics",0,0,NA
12849,4,4,"F",1,0,3.82,1460,"Business & Economics",1,0,NA
12850,6,6,"F",0,1,4.11,1440,"Math & Science",1,0,NA
12851,6,7,"M",1,0,4.09,1280,"Business & Economics",1,0,NA
12852,4,3,"F",0,0,3.84,1120,"Math & Science",0,0,NA
12853,1,4,"M",0,1,3.33,1080,"Math & Science",0,0,NA
12854,6,6,"M",0,1,4.05,1450,"Math & Science",1,0,NA
12855,7,6,"F",0,0,4.08,1450,"Math & Science",1,0,NA
12856,1,1,"F",0,1,4,1390,"Business & Economics",1,0,NA
12857,1,1,"F",0,1,3.55,1250,"Math & Science",1,0,NA
12858,4,4,"F",0,1,3.32,1230,"Arts & Letters",0,0,NA
12859,6,6,"F",0,1,3.65,1470,"Arts & Letters",1,0,NA
12860,3,3,"F",0,1,3.68,1270,"Math & Science",0,0,NA
12861,3,3,"M",1,0,4.33,1170,"Business & Economics",1,0,NA
12862,6,3,"M",0,0,3.6,1270,"Math & Science",1,1,3.028
12863,4,4,"F",1,0,3.5,1150,"Arts & Letters",0,0,NA
12864,6,5,"M",1,0,3.06,1280,"Business & Economics",0,0,NA
12865,6,6,"F",1,0,3.86,1330,"Arts & Letters",1,1,3.206
12866,7,6,"F",1,0,4,1110,"Business & Economics",0,0,NA
12867,6,6,"M",1,0,4.27,1380,"Math & Science",1,0,NA
12868,3,7,"F",1,0,3.72,1170,"Arts & Letters",0,0,NA
12869,5,3,"F",1,0,3.86,1270,"Business & Economics",0,0,NA
12870,6,3,"M",1,0,3.36,1320,"Arts & Letters",1,0,NA
12871,6,6,"F",1,0,3.59,1290,"Math & Science",1,0,NA
12872,4,6,"M",1,0,3.06,1210,"Math & Science",0,0,NA
12873,4,6,"F",0,0,2.55,690,"Arts & Letters",0,0,NA
12874,7,7,"M",1,0,3.64,1210,"Arts & Letters",0,0,NA
12875,7,6,"F",0,0,3.79,1130,"Math & Science",0,0,NA
12876,6,3,"M",1,0,3.32,1060,"Arts & Letters",0,0,NA
12877,6,3,"F",1,0,3.75,960,"Arts & Letters",0,0,NA
12878,6,6,"F",1,0,3.57,1370,"Arts & Letters",1,1,3.629
12879,5,6,"M",1,0,3.3,1370,"Business & Economics",1,0,NA
12880,4,4,"F",0,0,4.18,1370,"Math & Science",1,1,3.138
12881,7,7,"M",1,0,3.59,1250,"Math & Science",1,0,NA
12882,7,6,"F",0,1,3.71,1410,"Math & Science",0,0,NA
12883,7,4,"F",1,0,4.29,1430,"Arts & Letters",0,0,NA
12884,7,4,"M",1,0,2.58,1350,"Math & Science",0,0,NA
12885,7,7,"F",1,0,3.14,1010,"Arts & Letters",0,0,NA
12886,6,6,"M",1,0,2.95,1130,"Arts & Letters",0,0,NA
12887,3,5,"F",1,0,2.95,1010,"Business & Economics",0,0,NA
12888,6,6,"M",0,1,3.62,1440,"Business & Economics",1,0,NA
12889,6,4,"M",1,0,3.58,1250,"Math & Science",0,0,NA
12890,7,6,"F",1,0,3.59,1170,"Arts & Letters",1,1,3.075
12891,6,6,"F",0,0,3.79,1210,"Arts & Letters",1,0,NA
12892,5,7,"F",0,0,3.45,1130,"Business & Economics",0,0,NA
12893,7,7,"M",1,0,4.05,1270,"Business & Economics",1,0,NA
12894,6,7,"M",1,0,3.85,1360,"Business & Economics",1,0,NA
12895,6,6,"M",1,0,4,1390,"Arts & Letters",0,0,NA
12896,7,4,"M",1,0,3.1,1160,"Business & Economics",0,0,NA
12897,7,7,"M",1,0,4.1,1460,"Business & Economics",1,0,NA
12898,7,6,"M",1,0,3.71,1430,"Business & Economics",1,0,NA
12899,3,1,"F",0,0,2.96,1220,"Arts & Letters",0,0,NA
12900,4,7,"M",1,0,3.17,1300,"Business & Economics",0,0,NA
12901,6,6,"F",0,0,3.13,1250,"Math & Science",0,0,NA
12902,6,6,"M",1,0,4,1380,"Business & Economics",1,1,3.012
12903,2,4,"F",1,0,3,1160,"Arts & Letters",0,0,NA
12904,7,7,"F",0,1,3.92,1410,"Math & Science",1,0,NA
12905,6,6,"F",1,0,3,1210,"Math & Science",0,0,NA
12906,6,6,"M",1,0,2.84,1310,"Math & Science",0,0,NA
12907,6,6,"F",1,0,3.25,1310,"Arts & Letters",0,0,NA
12908,7,4,"F",1,0,3.22,1270,"Arts & Letters",0,0,NA
12909,6,6,"F",1,0,4.04,1230,"Business & Economics",1,0,NA
12910,7,7,"F",0,0,4.04,1450,"Arts & Letters",1,0,NA
12911,7,7,"F",0,0,4.32,1440,"Arts & Letters",1,0,NA
12912,7,7,"M",0,1,3.55,1410,"Math & Science",0,0,NA
12913,7,4,"M",1,0,3.8,1170,"Arts & Letters",0,0,NA
12914,7,7,"M",1,0,3.83,1360,"Arts & Letters",1,0,NA
12915,6,6,"F",0,0,4.1,1060,"Arts & Letters",0,0,NA
12916,6,4,"F",0,0,3.3,1410,"Arts & Letters",1,0,NA
12917,6,5,"M",0,1,4.33,1370,"Math & Science",1,0,NA
12918,6,7,"F",1,0,4,1300,"Business & Economics",1,0,NA
12919,3,4,"F",1,0,4.08,1170,"Business & Economics",1,0,NA
12920,3,4,"F",1,0,3.09,1210,"Arts & Letters",0,0,NA
12921,7,6,"F",1,0,3.79,1190,"Math & Science",0,0,NA
12922,7,6,"F",1,0,3.35,1390,"Arts & Letters",0,0,NA
12923,3,5,"F",0,0,3.55,1120,"Business & Economics",0,0,NA
12924,6,6,"F",0,0,3.23,1020,"Math & Science",0,0,NA
12925,6,6,"F",1,0,3.39,910,"Arts & Letters",0,0,NA
12926,1,4,"F",0,0,4.04,1180,"Math & Science",0,0,NA
12927,6,4,"F",1,0,4,1310,"Arts & Letters",0,0,NA
12928,7,7,"F",1,0,2.83,1020,"Arts & Letters",0,0,NA
12929,7,5,"F",1,0,4.36,1550,"Math & Science",1,0,NA
12930,6,6,"M",1,0,3.7,1160,"Business & Economics",0,0,NA
12931,5,6,"F",1,0,3.9,1560,"Math & Science",1,0,NA
12932,6,3,"F",1,0,4.36,1360,"Arts & Letters",1,0,NA
12933,7,7,"F",1,0,3.38,1330,"Arts & Letters",0,0,NA
12934,6,6,"F",1,0,3.45,1000,"Arts & Letters",0,0,NA
12935,6,7,"M",1,0,4.33,1190,"Business & Economics",0,0,NA
12936,4,4,"F",0,0,3.3,1080,"Math & Science",0,0,NA
12937,6,6,"F",0,0,3.84,1200,"Business & Economics",1,0,NA
12938,3,3,"F",0,0,3.35,800,"Arts & Letters",0,0,NA
12939,4,4,"F",1,0,3.86,1420,"Math & Science",0,0,NA
12940,7,7,"M",0,1,3.39,1320,"Business & Economics",1,1,2.399
12941,6,7,"F",0,0,4.14,1270,"Math & Science",1,0,NA
12942,7,6,"F",1,0,3.3,1210,"Math & Science",0,0,NA
12943,7,7,"M",1,0,3.87,1500,"Math & Science",1,0,NA
12944,7,5,"M",1,0,3.23,1150,"Business & Economics",1,1,2.608
12945,7,6,"M",1,0,3.21,1170,"Business & Economics",0,0,NA
12946,6,6,"F",1,0,4.08,1190,"Math & Science",0,0,NA
12947,5,3,"M",1,0,4.36,1550,"Math & Science",1,0,NA
12948,7,6,"M",1,0,3.55,1420,"Arts & Letters",0,0,NA
12949,7,6,"M",0,1,3.99,1490,"Business & Economics",0,0,NA
12950,4,4,"F",1,0,3.95,1330,"Math & Science",0,0,NA
12951,6,6,"M",0,1,3.31,1500,"Math & Science",1,0,NA
12952,6,6,"F",1,0,4,1220,"Business & Economics",0,0,NA
12953,4,6,"F",0,1,3.32,1440,"Math & Science",0,0,NA
12954,7,7,"M",1,0,3.72,1170,"Business & Economics",0,0,NA
12955,6,7,"M",1,0,3.75,1450,"Arts & Letters",0,0,NA
12956,7,6,"M",1,0,4.25,1170,"Math & Science",1,1,3.708
12957,6,3,"F",1,0,3.38,1090,"Arts & Letters",0,0,NA
12958,6,6,"M",0,0,3.61,1360,"Arts & Letters",1,0,NA
12959,4,3,"M",0,0,3.95,1370,"Business & Economics",1,0,NA
12960,4,4,"F",0,0,3.2,1040,"Arts & Letters",0,0,NA
12961,7,7,"F",0,1,4.09,1510,"Math & Science",1,0,NA
12962,3,7,"F",1,0,3.12,930,"Math & Science",0,0,NA
12963,4,5,"M",1,0,3.4,1120,"Math & Science",0,0,NA
12964,6,6,"F",0,0,4.17,1420,"Math & Science",1,0,NA
12965,6,4,"F",0,0,3.53,1190,"Business & Economics",0,0,NA
12966,4,4,"M",1,0,3.71,1250,"Arts & Letters",0,0,NA
12967,7,6,"F",0,1,3.62,1270,"Math & Science",0,0,NA
12968,6,3,"F",0,1,3.79,1550,"Math & Science",1,0,NA
12969,3,6,"F",1,0,4.04,1400,"Math & Science",1,0,NA
12970,6,7,"F",0,0,3.65,1130,"Arts & Letters",0,0,NA
12971,6,7,"M",1,0,4.3,1170,"Business & Economics",1,1,1.65
12972,6,4,"F",1,0,4.08,1270,"Business & Economics",1,0,NA
12973,3,4,"M",1,0,3.46,1370,"Math & Science",0,0,NA
12974,7,7,"M",1,0,4.12,1410,"Math & Science",1,0,NA
12975,6,6,"F",1,0,4.2,1210,"Business & Economics",1,0,NA
12976,6,6,"F",1,0,4.24,1380,"Math & Science",1,0,NA
12977,7,7,"M",0,0,4.14,1470,"Math & Science",1,0,NA
12978,6,4,"F",1,0,3.73,1080,"Arts & Letters",0,0,NA
12979,7,5,"M",0,1,3.26,1480,"Math & Science",0,0,NA
12980,7,7,"F",1,0,3.04,950,"Arts & Letters",0,0,NA
12981,7,3,"F",0,1,3.95,1270,"Math & Science",1,0,NA
12982,7,6,"F",1,0,2.95,1290,"Arts & Letters",0,0,NA
12983,6,6,"F",1,0,3.82,1200,"Arts & Letters",0,0,NA
12984,7,6,"M",1,0,4.04,1230,"Math & Science",0,0,NA
12985,7,6,"F",0,1,3.73,1250,"Arts & Letters",1,0,NA
12986,6,6,"F",1,0,3.74,1250,"Math & Science",0,0,NA
12987,5,5,"F",0,1,3.36,1000,"Math & Science",0,0,NA
12988,7,4,"F",1,0,3.7,1130,"Business & Economics",0,0,NA
12989,6,6,"M",0,1,3.17,1090,"Business & Economics",0,0,NA
12990,7,7,"F",0,1,4.12,1310,"Math & Science",1,0,NA
12991,5,3,"M",0,1,3.82,1340,"Business & Economics",1,0,NA
12992,4,4,"F",0,1,3.73,1230,"Math & Science",1,0,NA
12993,6,7,"F",1,0,4.3,1260,"Business & Economics",1,0,NA
12994,3,5,"F",1,0,3.35,950,"Arts & Letters",0,0,NA
12995,6,6,"M",1,0,4.05,1280,"Math & Science",1,0,NA
12996,7,7,"M",1,0,3.21,1480,"Math & Science",0,0,NA
12997,6,4,"F",0,1,4.31,1480,"Math & Science",1,0,NA
12998,3,3,"F",0,1,4.21,1330,"Business & Economics",1,0,NA
12999,6,6,"F",1,0,3.16,1170,"Arts & Letters",0,0,NA
13000,4,5,"F",1,0,3.88,1270,"Arts & Letters",1,0,NA
13001,3,6,"M",0,0,3.18,1370,"Business & Economics",0,0,NA
13002,7,7,"M",1,0,3.6,1220,"Business & Economics",0,0,NA
13003,4,4,"M",1,0,3.44,1230,"Arts & Letters",1,1,3.164
13004,3,3,"M",1,0,3.22,960,"Math & Science",0,0,NA
13005,7,7,"F",1,0,4.36,1410,"Math & Science",1,0,NA
13006,7,4,"M",0,0,3.26,1060,"Arts & Letters",0,0,NA
13007,5,5,"F",1,0,4,1340,"Business & Economics",1,1,3.171
13008,7,6,"M",1,0,3.74,1550,"Math & Science",1,0,NA
13009,6,5,"F",0,1,3.75,1440,"Math & Science",1,1,2.988
13010,6,6,"M",1,0,3.33,1230,"Business & Economics",0,0,NA
13011,6,6,"M",1,0,3.91,1210,"Business & Economics",1,0,NA
13012,7,7,"F",0,1,3.44,1480,"Arts & Letters",0,0,NA
13013,6,7,"F",0,0,3.93,1190,"Math & Science",1,0,NA
13014,5,6,"F",1,0,4.04,1430,"Math & Science",1,0,NA
13015,6,6,"M",1,0,3.04,1300,"Math & Science",0,0,NA
13016,6,2,"M",1,0,3.52,1070,"Business & Economics",1,1,2.682
13017,6,6,"M",1,0,3.36,1020,"Arts & Letters",0,0,NA
13018,4,4,"F",1,0,3.21,1250,"Business & Economics",1,1,3.139
13019,4,4,"F",1,0,3.39,1010,"Arts & Letters",0,0,NA
13020,6,6,"M",1,0,3,1040,"Arts & Letters",0,0,NA
13021,6,4,"F",0,0,3.46,1190,"Business & Economics",0,0,NA
13022,6,7,"F",1,0,3.35,1340,"Arts & Letters",0,0,NA
13023,6,4,"F",1,0,3.6,1370,"Math & Science",1,1,2.395
13024,7,7,"M",1,0,3.92,1430,"Arts & Letters",1,1,2.895
13025,4,6,"F",1,0,3.29,1070,"Business & Economics",0,0,NA
13026,6,5,"F",1,0,3.73,1070,"Arts & Letters",0,0,NA
13027,6,6,"F",0,0,4.21,1270,"Business & Economics",1,0,NA
13028,6,5,"F",0,1,3.85,1130,"Arts & Letters",0,0,NA
13029,7,7,"M",1,0,3.12,1200,"Math & Science",0,0,NA
13030,7,7,"M",1,0,4.05,1300,"Math & Science",0,0,NA
13031,7,7,"F",0,1,3.92,1310,"Math & Science",1,0,NA
13032,3,4,"F",1,0,3.62,1390,"Math & Science",0,0,NA
13033,7,6,"F",0,1,2.64,1160,"Math & Science",0,0,NA
13034,6,7,"F",1,0,3.41,1140,"Arts & Letters",1,0,NA
13035,7,7,"M",0,1,3.23,1490,"Math & Science",0,0,NA
13036,6,4,"F",1,0,4.15,1260,"Business & Economics",1,0,NA
13037,3,3,"F",1,0,3.68,1480,"Arts & Letters",0,0,NA
13038,6,6,"F",0,0,4,1120,"Math & Science",1,0,NA
13039,6,6,"F",0,1,4,1310,"Math & Science",1,0,NA
13040,6,6,"M",0,1,2.62,1260,"Math & Science",0,0,NA
13041,6,6,"F",0,1,3.71,1390,"Business & Economics",1,0,NA
13042,6,6,"F",0,1,3.39,1200,"Math & Science",0,0,NA
13043,5,6,"F",0,1,3.77,1190,"Arts & Letters",1,0,NA
13044,6,4,"M",0,0,3.76,1340,"Arts & Letters",0,1,3.242
13045,3,3,"F",0,1,4.33,1210,"Math & Science",1,0,NA
13046,4,4,"F",1,0,4.21,1130,"Arts & Letters",0,0,NA
13047,7,7,"M",1,0,3.05,1210,"Business & Economics",0,0,NA
13048,7,7,"F",1,0,4.05,1410,"Business & Economics",1,0,NA
13049,4,5,"F",0,1,4.24,1470,"Math & Science",1,0,NA
13050,4,6,"M",1,0,3.55,1330,"Business & Economics",0,0,NA
13051,7,6,"F",1,0,4.31,1280,"Business & Economics",1,0,NA
13052,6,6,"F",0,1,3.78,1100,"Math & Science",0,0,NA
13053,4,7,"F",1,0,4.25,1190,"Arts & Letters",1,0,NA
13054,6,6,"F",1,0,4.25,1330,"Math & Science",1,0,NA
13055,4,6,"M",1,0,3.75,1170,"Math & Science",0,0,NA
13056,6,6,"F",0,1,3.56,1160,"Arts & Letters",0,0,NA
13057,6,4,"F",1,0,4,1290,"Business & Economics",1,0,NA
13058,6,7,"M",1,0,3.91,1270,"Business & Economics",1,1,2.774
13059,4,7,"M",1,0,3.63,1180,"Arts & Letters",0,0,NA
13060,6,7,"F",0,0,4,1150,"Math & Science",0,0,NA
13061,7,6,"M",1,0,3.85,1150,"Business & Economics",0,0,NA
13062,7,7,"F",1,0,3.38,1170,"Arts & Letters",0,0,NA
13063,7,4,"F",0,0,3.27,1130,"Arts & Letters",0,0,NA
13064,4,4,"M",0,1,3.77,1510,"Math & Science",1,0,NA
13065,7,6,"M",0,1,3.36,1210,"Business & Economics",0,0,NA
13066,6,6,"F",1,0,4.12,1270,"Math & Science",1,0,NA
13067,6,7,"F",1,0,4.36,1500,"Math & Science",1,0,NA
13068,6,7,"F",1,0,3.9,1300,"Arts & Letters",1,0,NA
13069,6,3,"M",1,0,3,1080,"Business & Economics",0,0,NA
13070,4,4,"F",0,0,3.09,1190,"Business & Economics",0,0,NA
13071,5,7,"F",1,0,3.58,1190,"Math & Science",0,0,NA
13072,7,6,"M",1,0,3.77,1400,"Math & Science",0,0,NA
13073,6,6,"F",1,0,3.96,1340,"Math & Science",1,0,NA
13074,5,6,"M",0,0,3.8,1080,"Arts & Letters",1,0,NA
13075,6,5,"F",0,1,3.86,1170,"Business & Economics",1,0,NA
13076,6,6,"F",1,0,4.35,1210,"Math & Science",1,0,NA
13077,6,4,"M",0,1,2.83,1080,"Business & Economics",0,0,NA
13078,7,7,"F",1,0,3.33,1040,"Arts & Letters",0,0,NA
13079,4,4,"M",1,0,4.4,1400,"Math & Science",1,0,NA
13080,4,4,"F",1,0,3.36,1000,"Arts & Letters",0,0,NA
13081,6,4,"F",1,0,4.14,1370,"Business & Economics",1,0,NA
13082,6,6,"F",0,0,3.97,1190,"Business & Economics",0,0,NA
13083,7,7,"F",0,0,3.6,1100,"Math & Science",0,0,NA
13084,5,6,"F",0,1,3.53,1040,"Arts & Letters",1,1,2.798
13085,6,4,"F",1,0,3.88,1300,"Math & Science",1,0,NA
13086,7,6,"F",0,0,4,1230,"Arts & Letters",0,0,NA
13087,6,4,"M",1,0,3.69,1100,"Business & Economics",0,0,NA
13088,4,6,"M",0,0,3.3,1320,"Arts & Letters",0,0,NA
13089,7,7,"F",1,0,3.15,1290,"Arts & Letters",0,0,NA
13090,6,5,"M",1,0,3.09,1050,"Business & Economics",0,0,NA
13091,6,4,"M",0,1,4.12,1170,"Arts & Letters",1,0,NA
13092,6,6,"M",1,0,3.62,1150,"Arts & Letters",0,0,NA
13093,6,6,"F",0,1,4.17,1170,"Math & Science",0,0,NA
13094,5,5,"F",1,0,4.18,1380,"Arts & Letters",1,0,NA
13095,4,6,"F",0,0,3.26,980,"Math & Science",0,0,NA
13096,6,6,"F",1,0,3.95,1390,"Math & Science",1,1,2.745
13097,6,6,"M",1,0,3.05,1150,"Arts & Letters",0,0,NA
13098,7,6,"F",1,0,3.59,1270,"Arts & Letters",1,0,NA
13099,7,6,"M",0,0,3.95,1320,"Arts & Letters",1,0,NA
13100,7,6,"M",1,0,3.78,1360,"Business & Economics",0,0,NA
13101,7,7,"M",1,0,3.71,1460,"Math & Science",1,0,NA
13102,7,7,"F",1,0,4.33,1230,"Math & Science",1,0,NA
13103,3,4,"F",1,0,2.95,930,"Arts & Letters",0,0,NA
13104,7,6,"F",1,0,3.87,1440,"Arts & Letters",1,0,NA
13105,7,6,"F",1,0,3.56,1190,"Math & Science",0,0,NA
13106,7,7,"F",1,0,3.27,1290,"Math & Science",0,0,NA
13107,6,6,"F",1,0,3.55,1170,"Math & Science",0,0,NA
13108,7,6,"F",1,0,4.04,1440,"Arts & Letters",1,0,NA
13109,7,4,"F",1,0,3.59,990,"Arts & Letters",0,0,NA
13110,7,6,"F",1,0,3.79,1380,"Arts & Letters",1,1,3.329
13111,7,6,"F",1,0,4.05,1330,"Arts & Letters",1,0,NA
13112,7,7,"F",0,1,3.77,1420,"Arts & Letters",0,0,NA
13113,6,6,"M",0,1,2.62,1150,"Business & Economics",0,0,NA
13114,7,4,"M",0,1,3.89,1310,"Math & Science",1,0,NA
13115,7,7,"M",1,0,3.68,1330,"Arts & Letters",1,0,NA
13116,2,5,"M",0,0,3.64,1310,"Math & Science",1,0,NA
13117,3,5,"F",1,0,3.05,1210,"Arts & Letters",0,0,NA
13118,5,7,"F",1,0,3.83,1450,"Math & Science",1,0,NA
13119,6,7,"F",0,1,4,1240,"Math & Science",0,0,NA
13120,7,7,"F",0,1,3.52,1210,"Math & Science",0,0,NA
13121,5,6,"M",0,1,3.45,1180,"Arts & Letters",0,0,NA
13122,6,7,"M",1,0,4.35,1540,"Math & Science",1,0,NA
13123,4,6,"F",0,0,2.37,1230,"Arts & Letters",0,0,NA
13124,6,7,"F",0,0,3.13,1150,"Arts & Letters",0,0,NA
13125,7,7,"F",0,0,4.18,1430,"Math & Science",1,0,NA
13126,6,4,"M",1,0,3.9,1310,"Math & Science",1,0,NA
13127,7,6,"M",1,0,3.32,1020,"Arts & Letters",1,0,NA
13128,5,6,"F",0,1,3.17,1280,"Math & Science",0,0,NA
13129,7,7,"M",0,1,4.13,1590,"Business & Economics",1,0,NA
13130,6,5,"F",1,0,3.54,1290,"Math & Science",1,0,NA
13131,6,6,"M",1,0,3.63,1300,"Business & Economics",0,0,NA
13132,6,6,"M",1,0,3.58,1360,"Arts & Letters",0,0,NA
13133,4,4,"M",1,0,2.38,1090,"Math & Science",0,0,NA
13134,3,6,"F",1,0,3.09,1260,"Math & Science",0,0,NA
13135,3,6,"F",1,0,3.73,1310,"Arts & Letters",0,0,NA
13136,7,7,"F",1,0,3.64,1470,"Arts & Letters",0,0,NA
13137,6,6,"M",0,0,4.36,1520,"Math & Science",1,0,NA
13138,4,4,"F",0,0,3.53,1040,"Arts & Letters",0,0,NA
13139,7,7,"M",1,0,3.91,1550,"Math & Science",1,0,NA
13140,7,7,"F",1,0,3.89,1270,"Arts & Letters",0,0,NA
13141,7,6,"M",1,0,3.06,1410,"Business & Economics",0,0,NA
13142,7,6,"M",1,0,3.16,1010,"Math & Science",0,0,NA
13143,6,6,"F",1,0,4.09,1430,"Arts & Letters",1,0,NA
13144,4,2,"M",0,1,3.54,1180,"Math & Science",0,0,NA
13145,7,7,"M",1,0,3.4,1470,"Math & Science",0,0,NA
13146,2,2,"F",0,1,3.81,1330,"Math & Science",1,0,NA
13147,7,6,"F",0,1,3.79,1260,"Math & Science",0,0,NA
13148,5,6,"F",0,0,3.94,1390,"Arts & Letters",1,0,NA
13149,4,6,"F",1,0,3.25,1240,"Arts & Letters",0,0,NA
13150,5,5,"F",0,0,4.19,1250,"Math & Science",0,0,NA
13151,6,6,"M",1,0,3.79,1580,"Math & Science",1,0,NA
13152,5,7,"F",1,0,4.15,1280,"Arts & Letters",1,1,3.475
13153,4,6,"M",0,0,3.62,1030,"Business & Economics",0,0,NA
13154,7,7,"F",1,0,3.64,1150,"Arts & Letters",0,0,NA
13155,6,7,"M",1,0,4.1,1420,"Arts & Letters",1,0,NA
13156,4,3,"M",0,0,4.14,1450,"Math & Science",1,0,NA
13157,6,4,"F",0,1,3.09,1130,"Arts & Letters",0,0,NA
13158,5,5,"F",0,0,4,1130,"Arts & Letters",1,0,NA
13159,7,7,"F",0,0,3.5,1380,"Math & Science",1,1,2.637
13160,4,6,"F",1,0,3.18,1030,"Arts & Letters",0,0,NA
13161,3,3,"F",1,0,3.35,1040,"Business & Economics",0,0,NA
13162,7,7,"M",1,0,2.78,1330,"Arts & Letters",0,0,NA
13163,6,6,"M",1,0,4.18,1290,"Arts & Letters",1,0,NA
13164,4,5,"F",1,0,3.65,1340,"Business & Economics",0,0,NA
13165,6,4,"F",1,0,3.42,1390,"Arts & Letters",1,0,NA
13166,6,5,"F",0,0,3.44,940,"Arts & Letters",0,0,NA
13167,7,6,"F",1,0,4.27,1250,"Math & Science",1,0,NA
13168,7,6,"M",1,0,3.27,1200,"Arts & Letters",0,0,NA
13169,7,6,"F",1,0,3.67,1380,"Arts & Letters",1,0,NA
13170,7,7,"F",0,1,3.32,1290,"Math & Science",0,0,NA
13171,7,7,"M",0,1,3.92,1560,"Arts & Letters",1,0,NA
13172,1,1,"M",0,1,3.85,1270,"Business & Economics",1,0,NA
13173,3,3,"M",0,0,3.55,1220,"Arts & Letters",0,0,NA
13174,1,1,"F",0,0,4.36,1300,"Arts & Letters",1,0,NA
13175,4,7,"F",1,0,3.77,1150,"Arts & Letters",0,0,NA
13176,7,7,"F",1,0,4.09,1110,"Arts & Letters",0,1,3.835
13177,3,3,"M",0,0,3.14,1150,"Business & Economics",0,0,NA
13178,7,6,"M",1,0,3.42,1450,"Business & Economics",1,1,3.056
13179,4,4,"F",1,0,4.17,1260,"Arts & Letters",1,0,NA
13180,3,3,"F",1,0,3.62,1280,"Arts & Letters",0,0,NA
13181,6,5,"M",1,0,3.05,980,"Business & Economics",0,0,NA
13182,4,2,"M",0,0,3.39,1070,"Arts & Letters",0,0,NA
13183,6,7,"F",1,0,3.75,1180,"Arts & Letters",0,0,NA
13184,6,7,"M",0,1,3.94,1480,"Arts & Letters",1,0,NA
13185,6,5,"M",1,0,3.85,1280,"Arts & Letters",1,1,3.606
13186,7,6,"M",1,0,3.09,1150,"Business & Economics",0,0,NA
13187,6,4,"M",1,0,3.67,1250,"Arts & Letters",0,0,NA
13188,6,6,"F",1,0,4,1140,"Math & Science",1,1,2.863
13189,3,4,"F",0,1,3.09,1020,"Arts & Letters",0,0,NA
13190,6,5,"F",0,0,3.55,1090,"Math & Science",0,0,NA
13191,6,6,"M",1,0,3.95,1240,"Math & Science",1,1,3.172
13192,3,6,"F",1,0,3.86,1170,"Arts & Letters",0,0,NA
13193,3,4,"M",0,0,3.63,1290,"Business & Economics",0,0,NA
13194,7,6,"M",1,0,3.58,1170,"Arts & Letters",0,0,NA
13195,6,6,"M",1,0,3.35,1100,"Business & Economics",0,0,NA
13196,3,3,"F",1,0,3.82,970,"Arts & Letters",0,0,NA
